tile_id,mae_lr,mae_sr,mae_gt_raster,refused_lr,refused_sr,refused_gt_raster,gt_forest,gt_agriculture,gt_urban,gt_water,gt_bare_soil,lr_forest,sr_forest,lr_agriculture,sr_agriculture,lr_urban,sr_urban,lr_water,sr_water,lr_bare_soil,sr_bare_soil,mae_lr_forest,mae_sr_forest,mae_lr_agriculture,mae_sr_agriculture,mae_lr_urban,mae_sr_urban,mae_lr_water,mae_sr_water,mae_lr_bare_soil,mae_sr_bare_soil
tile_0106,28.216,31.216,17.216,False,False,False,11.96,88.04,0.0,0.0,0.0,50.0,40.0,20.0,10.0,5.0,5.0,25.0,20.0,5.0,25.0,38.04,28.04,68.04,78.04,5.0,5.0,25.0,20.0,5.0,25.0
tile_0107,33.0,36.0,21.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,30.0,20.0,10.0,5.0,0.0,25.0,30.0,5.0,30.0,50.0,30.0,80.0,90.0,5.0,0.0,25.0,30.0,5.0,30.0
tile_0108,37.019999999999996,30.02,25.02,False,False,False,7.45,92.55,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,42.55,42.55,92.55,72.55,0.0,5.0,0.0,25.0,50.0,5.0
tile_0109,39.016000000000005,32.016000000000005,25.016000000000002,False,False,False,2.46,97.54,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,72.54,47.54,97.54,77.54,0.0,5.0,0.0,25.0,25.0,5.0
tile_0110,20.0,13.024000000000001,19.024,False,False,False,52.44,47.56,0.0,0.0,0.0,50.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,50.0,15.0,2.4399999999999977,7.560000000000002,47.56,27.560000000000002,0.0,5.0,0.0,10.0,50.0,15.0
tile_0111,34.772000000000006,34.772000000000006,34.372,False,False,False,13.07,86.93,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,36.93,61.93,86.93,86.93,0.0,0.0,0.0,10.0,50.0,15.0
tile_0112,27.383999999999997,23.383999999999997,35.384,False,False,False,11.54,88.46,0.0,0.0,0.0,40.0,50.0,20.0,30.0,5.0,5.0,10.0,10.0,25.0,5.0,28.46,38.46,68.46,58.459999999999994,5.0,5.0,10.0,10.0,25.0,5.0
tile_0113,20.0,16.552,6.552000000000001,False,False,False,58.62,41.38,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,8.619999999999997,16.380000000000003,41.38,41.38,0.0,0.0,0.0,0.0,50.0,25.0
tile_0114,21.584,8.584,6.5840000000000005,False,False,False,46.04,53.96,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,25.0,5.0,28.96,3.960000000000001,53.96,23.96,0.0,5.0,0.0,5.0,25.0,5.0
tile_0115,34.932,24.932,23.932,False,False,False,12.67,87.33,0.0,0.0,0.0,75.0,45.0,0.0,25.0,0.0,15.0,0.0,10.0,25.0,5.0,62.33,32.33,87.33,62.33,0.0,15.0,0.0,10.0,25.0,5.0
tile_0116,19.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,25.0,20.0,10.0,10.0,30.0,50.0,5.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,50.0,5.0,10.0,25.0,10.0
tile_0117,27.072000000000003,,,False,True,True,17.32,82.68,0.0,0.0,0.0,50.0,,20.0,,25.0,,5.0,,10.0,,32.68,,62.68000000000001,,25.0,,5.0,,10.0,
tile_0118,28.0,30.0,27.0,False,False,False,0.0,100.0,0.0,0.0,0.0,40.0,40.0,20.0,20.0,5.0,10.0,10.0,10.0,5.0,10.0,40.0,40.0,80.0,80.0,5.0,10.0,10.0,10.0,5.0,10.0
tile_0119,20.0,13.351999999999999,12.000000000000002,False,False,False,66.62,33.38,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,16.620000000000005,8.379999999999995,33.38,33.38,0.0,0.0,0.0,10.0,50.0,15.0
tile_0120,14.0,10.0,12.0,False,False,False,53.36,46.64,0.0,0.0,0.0,50.0,45.0,20.0,25.0,5.0,10.0,10.0,5.0,25.0,5.0,3.3599999999999994,8.36,26.64,21.64,5.0,10.0,10.0,5.0,25.0,5.0
tile_0121,37.392,29.392000000000003,19.392000000000003,False,False,False,6.52,93.48,0.0,0.0,0.0,50.0,30.0,0.0,20.0,0.0,5.0,0.0,10.0,50.0,35.0,43.480000000000004,23.48,93.48,73.48,0.0,5.0,0.0,10.0,50.0,35.0
tile_0122,36.064,30.663999999999998,19.663999999999998,False,False,False,0.84,99.16,0.0,0.0,0.0,20.0,30.0,10.0,20.0,5.0,5.0,10.0,20.0,57.0,20.0,19.16,29.16,89.16,79.16,5.0,5.0,10.0,20.0,57.0,20.0
tile_0123,22.784,22.384,18.784,False,False,False,43.04,56.96,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,28.0,6.960000000000001,6.960000000000001,56.96,56.96,0.0,0.0,0.0,20.0,50.0,28.0
tile_0124,33.968,23.968,23.968,False,False,False,5.08,94.92,0.0,0.0,0.0,75.0,40.0,10.0,30.0,0.0,5.0,0.0,10.0,15.0,5.0,69.92,34.92,84.92,64.92,0.0,5.0,0.0,10.0,15.0,5.0
tile_0125,32.0,34.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,5.0,10.0,20.0,25.0,50.0,50.0,80.0,80.0,5.0,5.0,5.0,10.0,20.0,25.0
tile_0126,32.648,26.648000000000003,32.648,False,False,False,18.38,81.62,0.0,0.0,0.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,56.620000000000005,41.620000000000005,81.62,61.620000000000005,0.0,5.0,0.0,10.0,25.0,15.0
tile_0127,26.851999999999997,26.851999999999997,26.851999999999997,False,False,False,32.87,67.13,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,42.13,42.13,67.13,67.13,0.0,0.0,0.0,0.0,25.0,25.0
tile_0128,20.0,8.931999999999999,7.9319999999999995,False,False,False,72.67,27.33,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,5.0,22.67,2.3299999999999983,27.33,27.33,0.0,0.0,0.0,10.0,50.0,5.0
tile_0129,26.895999999999997,26.895999999999997,26.895999999999997,False,False,False,12.76,87.24,0.0,0.0,0.0,40.0,40.0,20.0,10.0,5.0,0.0,10.0,20.0,25.0,10.0,27.240000000000002,27.240000000000002,67.24,77.24,5.0,0.0,10.0,20.0,25.0,10.0
tile_0130,26.208,21.208,21.208,False,False,False,14.48,85.52,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0,35.519999999999996,35.519999999999996,65.52,55.519999999999996,5.0,5.0,5.0,5.0,20.0,5.0
tile_0131,20.0,10.0,16.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0
tile_0132,20.0,19.0,21.0,False,False,False,17.5,82.5,0.0,0.0,0.0,50.0,40.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,32.5,22.5,52.5,52.5,5.0,5.0,5.0,10.0,5.0,5.0
tile_0133,33.628,23.627999999999997,22.627999999999997,False,False,False,5.93,94.07,0.0,0.0,0.0,75.0,40.0,10.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,69.07,34.07,84.07,64.07,5.0,5.0,5.0,10.0,5.0,5.0
tile_0134,16.004,,17.004,False,True,False,32.49,67.51,0.0,0.0,0.0,40.0,,30.0,,20.0,,10.0,,5.0,,7.509999999999998,,37.510000000000005,,20.0,,10.0,,5.0,
tile_0135,25.483999999999998,21.483999999999998,19.483999999999998,False,False,False,13.79,86.21,0.0,0.0,0.0,50.0,50.0,25.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0,36.21,36.21,61.209999999999994,56.209999999999994,5.0,5.0,5.0,5.0,20.0,5.0
tile_0136,31.939999999999998,24.939999999999998,21.939999999999998,False,False,False,20.15,79.85,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,54.85,29.85,79.85,59.849999999999994,0.0,5.0,0.0,25.0,25.0,5.0
tile_0137,15.047999999999998,13.0,10.0,False,False,False,62.38,37.62,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,12.619999999999997,12.380000000000003,37.62,17.619999999999997,0.0,5.0,0.0,25.0,25.0,5.0
tile_0138,11.344,12.656,10.656,False,False,False,71.64,28.36,0.0,0.0,0.0,75.0,40.0,0.0,30.0,0.0,5.0,0.0,20.0,25.0,5.0,3.3599999999999994,31.64,28.36,1.6400000000000006,0.0,5.0,0.0,20.0,25.0,5.0
tile_0139,20.0,13.0,9.999999999999998,False,False,False,71.21,28.79,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,21.209999999999994,21.209999999999994,28.79,8.79,0.0,5.0,0.0,25.0,50.0,5.0
tile_0140,20.328,10.0,8.0,False,False,False,49.18,50.82,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,0.8200000000000003,9.18,50.82,20.82,0.0,5.0,0.0,10.0,50.0,5.0
tile_0141,21.504,22.504,19.504,False,False,False,31.24,68.76,0.0,0.0,0.0,65.0,60.0,20.0,20.0,5.0,5.0,5.0,25.0,15.0,5.0,33.760000000000005,28.76,48.760000000000005,48.760000000000005,5.0,5.0,5.0,25.0,15.0,5.0
tile_0142,29.784,26.784,25.784,False,False,False,3.04,96.96,0.0,0.0,0.0,50.0,40.0,25.0,30.0,0.0,5.0,25.0,20.0,5.0,5.0,46.96,36.96,71.96,66.96,0.0,5.0,25.0,20.0,5.0,5.0
tile_0143,36.6,32.6,28.6,False,False,False,8.5,91.5,0.0,0.0,0.0,50.0,50.0,0.0,10.0,0.0,5.0,0.0,25.0,50.0,10.0,41.5,41.5,91.5,81.5,0.0,5.0,0.0,25.0,50.0,10.0
tile_0144,34.0,,36.0,False,True,False,0.0,100.0,0.0,0.0,0.0,50.0,,20.0,,5.0,,10.0,,25.0,,50.0,,80.0,,5.0,,10.0,,25.0,
tile_0145,36.536,36.536,35.536,False,False,False,8.66,91.34,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,41.34,41.34,91.34,91.34,0.0,0.0,0.0,25.0,50.0,25.0
tile_0146,20.0,9.008,17.0,False,False,False,67.48,32.52,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,17.480000000000004,12.519999999999996,32.52,32.52,0.0,0.0,0.0,0.0,50.0,0.0
tile_0147,37.0,33.0,,False,False,True,0.0,100.0,0.0,0.0,0.0,20.0,50.0,10.0,20.0,5.0,5.0,20.0,25.0,50.0,5.0,20.0,50.0,90.0,80.0,5.0,5.0,20.0,25.0,50.0,5.0
tile_0148,20.0,10.0,10.524000000000001,False,False,False,81.31,18.69,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,31.310000000000002,6.310000000000002,18.69,18.69,0.0,0.0,0.0,10.0,50.0,15.0
tile_0149,24.424,11.424000000000001,5.424000000000001,False,False,False,38.94,61.06,0.0,0.0,0.0,50.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,50.0,5.0,11.060000000000002,11.060000000000002,61.06,31.060000000000002,0.0,5.0,0.0,5.0,50.0,5.0
tile_0150,30.776,18.776,18.776,False,False,False,23.06,76.94,0.0,0.0,0.0,50.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,26.94,26.94,76.94,46.94,0.0,5.0,0.0,10.0,50.0,5.0
tile_0151,24.160000000000004,22.160000000000004,21.160000000000004,False,False,False,14.6,85.4,0.0,0.0,0.0,75.0,50.0,25.0,30.0,0.0,5.0,0.0,10.0,0.0,5.0,60.4,35.4,60.400000000000006,55.400000000000006,0.0,5.0,0.0,10.0,0.0,5.0
tile_0152,24.083999999999996,19.083999999999996,17.083999999999996,False,False,False,19.79,80.21,0.0,0.0,0.0,45.0,50.0,10.0,30.0,5.0,5.0,10.0,5.0,10.0,5.0,25.21,30.21,70.21,50.209999999999994,5.0,5.0,10.0,5.0,10.0,5.0
tile_0153,20.496,19.496,14.495999999999999,False,False,False,26.26,73.74,0.0,0.0,0.0,50.0,50.0,25.0,25.0,5.0,5.0,5.0,10.0,20.0,10.0,23.74,23.74,48.739999999999995,48.739999999999995,5.0,5.0,5.0,10.0,20.0,10.0
tile_0154,17.584,13.584,11.584,False,False,False,41.04,58.96,0.0,0.0,0.0,50.0,50.0,20.0,25.0,5.0,5.0,10.0,10.0,25.0,10.0,8.96,8.96,38.96,33.96,5.0,5.0,10.0,10.0,25.0,10.0
tile_0155,9.999999999999998,9.999999999999998,19.339999999999996,False,False,False,98.35,1.65,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,23.349999999999994,23.349999999999994,1.65,1.65,0.0,0.0,0.0,10.0,25.0,15.0
tile_0156,8.0,8.0,10.0,False,False,False,68.64,31.36,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0,18.64,18.64,1.3599999999999994,1.3599999999999994,5.0,5.0,10.0,10.0,5.0,5.0
tile_0157,40.0,31.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,75.0,40.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,75.0,40.0,100.0,80.0,0.0,5.0,0.0,25.0,25.0,5.0
tile_0158,35.628,25.627999999999997,22.627999999999997,False,False,False,10.93,89.07,0.0,0.0,0.0,50.0,50.0,0.0,25.0,0.0,0.0,0.0,10.0,50.0,15.0,39.07,39.07,89.07,64.07,0.0,0.0,0.0,10.0,50.0,15.0
tile_0159,35.760000000000005,28.76,25.76,False,False,False,10.6,89.4,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,64.4,39.4,89.4,69.4,0.0,5.0,0.0,25.0,25.0,5.0
tile_0160,24.192,26.192,22.192,False,False,False,24.52,75.48,0.0,0.0,0.0,50.0,50.0,20.0,10.0,5.0,0.0,10.0,20.0,25.0,20.0,25.48,25.48,55.480000000000004,65.48,5.0,0.0,10.0,20.0,25.0,20.0
tile_0161,26.627999999999997,27.627999999999997,27.627999999999997,False,False,False,8.43,91.57,0.0,0.0,0.0,40.0,40.0,30.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,31.57,31.57,61.56999999999999,71.57,5.0,5.0,10.0,25.0,25.0,5.0
tile_0162,16.0,22.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,40.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,5.0,25.0,40.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,5.0,25.0
tile_0163,34.0,32.0,34.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,5.0,25.0,20.0,50.0,50.0,80.0,80.0,5.0,5.0,10.0,5.0,25.0,20.0
tile_0164,22.0,22.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,25.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,25.0
tile_0165,21.0,20.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,50.0,10.0,20.0,5.0,10.0,20.0,10.0,50.0,10.0,20.0,50.0,10.0,20.0,5.0,10.0,20.0,10.0,50.0,10.0
tile_0166,14.0,4.0,12.588,False,False,False,61.03,38.97,0.0,0.0,0.0,50.0,60.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,0.0,11.030000000000001,1.0300000000000011,18.97,8.969999999999999,5.0,5.0,10.0,5.0,25.0,0.0
tile_0167,20.0,8.0,8.0,False,False,False,63.96,36.04,0.0,0.0,0.0,50.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,13.96,13.96,36.04,6.039999999999999,0.0,5.0,0.0,10.0,50.0,5.0
tile_0168,14.0,12.0,10.0,False,False,False,41.16,58.84,0.0,0.0,0.0,40.0,30.0,30.0,40.0,5.0,5.0,10.0,10.0,25.0,15.0,1.1599999999999966,11.159999999999997,28.840000000000003,18.840000000000003,5.0,5.0,10.0,10.0,25.0,15.0
tile_0169,25.131999999999998,16.131999999999998,17.131999999999998,False,False,False,12.17,87.83,0.0,0.0,0.0,50.0,40.0,25.0,50.0,0.0,0.0,0.0,10.0,25.0,5.0,37.83,27.83,62.83,37.83,0.0,0.0,0.0,10.0,25.0,5.0
tile_0170,39.416000000000004,21.416000000000004,19.416000000000004,False,False,False,1.46,98.54,0.0,0.0,0.0,75.0,40.0,0.0,50.0,0.0,5.0,0.0,10.0,25.0,5.0,73.54,38.54,98.54,48.540000000000006,0.0,5.0,0.0,10.0,25.0,5.0
tile_0171,24.316000000000003,16.316000000000003,15.316000000000003,False,False,False,24.21,75.79,0.0,0.0,0.0,50.0,40.0,20.0,30.0,5.0,5.0,10.0,10.0,25.0,5.0,25.79,15.79,55.790000000000006,45.790000000000006,5.0,5.0,10.0,10.0,25.0,5.0
tile_0172,31.451999999999998,25.451999999999998,19.451999999999998,False,False,False,1.37,98.63,0.0,0.0,0.0,60.0,40.0,20.0,30.0,5.0,5.0,5.0,10.0,10.0,5.0,58.63,38.63,78.63,68.63,5.0,5.0,5.0,10.0,10.0,5.0
tile_0173,21.292,17.292,15.292000000000002,False,False,False,26.77,73.23,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,10.0,20.0,5.0,23.23,23.23,53.230000000000004,43.230000000000004,5.0,5.0,5.0,10.0,20.0,5.0
tile_0174,27.624000000000002,22.624000000000002,16.624000000000002,False,False,False,8.44,91.56,0.0,0.0,0.0,50.0,40.0,25.0,30.0,5.0,5.0,5.0,10.0,20.0,5.0,41.56,31.560000000000002,66.56,61.56,5.0,5.0,5.0,10.0,20.0,5.0
tile_0175,21.927999999999997,11.999999999999998,13.927999999999997,False,False,False,20.18,79.82,0.0,0.0,0.0,50.0,20.0,25.0,50.0,5.0,0.0,10.0,25.0,10.0,5.0,29.82,0.17999999999999972,54.81999999999999,29.819999999999993,5.0,0.0,10.0,25.0,10.0,5.0
tile_0176,34.556,26.556,20.556,False,False,False,13.61,86.39,0.0,0.0,0.0,75.0,40.0,0.0,20.0,0.0,5.0,0.0,20.0,25.0,15.0,61.39,26.39,86.39,66.39,0.0,5.0,0.0,20.0,25.0,15.0
tile_0177,25.048000000000002,21.048000000000002,,False,False,True,17.38,82.62,0.0,0.0,0.0,50.0,40.0,25.0,30.0,5.0,5.0,25.0,20.0,5.0,5.0,32.620000000000005,22.62,57.620000000000005,52.620000000000005,5.0,5.0,25.0,20.0,5.0,5.0
tile_0178,40.0,26.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,50.0,40.0,100.0,70.0,0.0,5.0,0.0,10.0,50.0,5.0
tile_0179,34.0,31.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,40.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,50.0,40.0,80.0,80.0,5.0,5.0,10.0,25.0,25.0,5.0
tile_0180,21.387999999999998,18.387999999999998,23.387999999999998,False,False,False,31.53,68.47,0.0,0.0,0.0,50.0,40.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,18.47,8.469999999999999,48.47,48.47,5.0,5.0,10.0,25.0,25.0,5.0
tile_0181,22.0,10.0,10.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,50.0,25.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0
tile_0182,24.0,20.0,20.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,25.0,0.0,20.0,50.0,50.0,50.0,20.0,0.0,5.0,0.0,25.0,0.0,20.0,50.0
tile_0183,16.0,22.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,40.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,5.0,25.0,40.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,5.0,25.0
tile_0184,14.0,18.0,19.0,False,False,False,76.9,23.1,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,20.0,25.0,20.0,26.900000000000006,26.900000000000006,3.1000000000000014,23.1,5.0,0.0,10.0,20.0,25.0,20.0
tile_0185,10.0,13.756,9.756,False,False,False,84.39,15.61,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,9.39,34.39,15.61,14.39,0.0,5.0,0.0,10.0,25.0,5.0
tile_0186,14.0,10.568000000000001,10.0,False,False,False,56.42,43.58,0.0,0.0,0.0,50.0,30.0,20.0,50.0,5.0,0.0,10.0,10.0,25.0,10.0,6.420000000000002,26.42,23.58,6.420000000000002,5.0,0.0,10.0,10.0,25.0,10.0
tile_0187,31.883999999999997,23.883999999999997,19.883999999999997,False,False,False,5.29,94.71,0.0,0.0,0.0,50.0,40.0,20.0,30.0,5.0,5.0,10.0,10.0,25.0,5.0,44.71,34.71,74.71,64.71,5.0,5.0,10.0,10.0,25.0,5.0
tile_0188,21.068,26.068,19.068,False,False,False,22.33,77.67,0.0,0.0,0.0,50.0,60.0,25.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,27.67,37.67,52.67,57.67,0.0,5.0,0.0,25.0,25.0,5.0
tile_0189,26.772000000000002,32.772000000000006,19.772000000000002,False,False,False,18.07,81.93,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,31.93,31.93,61.93000000000001,81.93,5.0,0.0,10.0,0.0,25.0,50.0
tile_0190,32.568,20.568,18.568,False,False,False,18.58,81.42,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,56.42,31.42,81.42,51.42,0.0,5.0,0.0,10.0,25.0,5.0
tile_0191,11.016,10.016,8.0,False,False,False,39.96,60.04,0.0,0.0,0.0,50.0,40.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,10.04,0.03999999999999915,30.04,30.04,5.0,5.0,5.0,10.0,5.0,5.0
tile_0192,25.56,11.559999999999999,12.0,False,False,False,36.1,63.9,0.0,0.0,0.0,75.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,38.9,3.8999999999999986,63.9,33.9,0.0,5.0,0.0,10.0,25.0,5.0
tile_0193,17.827999999999996,7.8279999999999985,13.827999999999998,False,False,False,35.43,64.57,0.0,0.0,0.0,50.0,40.0,20.0,50.0,5.0,5.0,5.0,10.0,20.0,5.0,14.57,4.57,44.56999999999999,14.569999999999993,5.0,5.0,5.0,10.0,20.0,5.0
tile_0194,17.168,16.168,18.168,False,False,False,24.58,75.42,0.0,0.0,0.0,50.0,40.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,25.42,15.420000000000002,45.42,45.42,5.0,5.0,5.0,10.0,5.0,5.0
tile_0195,29.536,21.536,16.536,False,False,False,26.16,73.84,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,10.0,0.0,10.0,25.0,15.0,48.84,23.84,73.84,48.84,0.0,10.0,0.0,10.0,25.0,15.0
tile_0196,21.259999999999998,14.26,9.26,False,False,False,46.85,53.15,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,28.15,3.1499999999999986,53.15,33.15,0.0,5.0,0.0,25.0,25.0,5.0
tile_0197,12.0,12.776,12.0,False,False,False,33.06,66.94,0.0,0.0,0.0,20.0,40.0,50.0,30.0,0.0,5.0,10.0,10.0,20.0,5.0,13.060000000000002,6.939999999999998,16.939999999999998,36.94,0.0,5.0,10.0,10.0,20.0,5.0
tile_0198,24.68,20.68,24.68,False,False,False,15.8,84.2,0.0,0.0,0.0,30.0,50.0,20.0,30.0,5.0,5.0,20.0,5.0,20.0,5.0,14.2,34.2,64.2,54.2,5.0,5.0,20.0,5.0,20.0,5.0
tile_0199,20.0,6.0,7.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0
tile_0200,20.0,21.0,10.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0
tile_0201,20.0,,21.0,False,True,False,0.0,0.0,0.0,0.0,0.0,50.0,,20.0,,5.0,,20.0,,5.0,,50.0,,20.0,,5.0,,20.0,,5.0,
tile_0202,13.868,9.868,9.868,False,False,False,65.33,34.67,0.0,0.0,0.0,75.0,75.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,5.0,9.670000000000002,9.670000000000002,34.67,24.67,0.0,0.0,0.0,10.0,25.0,5.0
tile_0203,15.195999999999998,7.0,10.0,False,False,False,82.99,17.01,0.0,0.0,0.0,50.0,75.0,20.0,0.0,5.0,0.0,10.0,10.0,25.0,0.0,32.989999999999995,7.989999999999995,2.9899999999999984,17.01,5.0,0.0,10.0,10.0,25.0,0.0
tile_0204,10.0,8.0,4.668000000000001,False,False,False,94.17,5.83,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,5.0,19.17,19.17,5.83,5.83,0.0,0.0,0.0,10.0,25.0,5.0
tile_0205,28.284,27.284,18.284,False,False,False,9.29,90.71,0.0,0.0,0.0,40.0,40.0,20.0,20.0,5.0,5.0,20.0,25.0,15.0,5.0,30.71,30.71,70.71,70.71,5.0,5.0,20.0,25.0,15.0,5.0
tile_0206,34.083999999999996,14.083999999999998,20.083999999999996,False,False,False,14.79,85.21,0.0,0.0,0.0,50.0,30.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,10.0,35.21,15.21,85.21,35.209999999999994,0.0,0.0,0.0,10.0,50.0,10.0
tile_0207,10.1,8.1,7.1,False,False,False,70.25,29.75,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,15.0,5.0,20.25,20.25,0.25,0.25,5.0,5.0,10.0,10.0,15.0,5.0
tile_0208,10.000000000000002,16.648000000000003,15.648000000000001,False,False,False,91.62,8.38,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,16.620000000000005,41.620000000000005,8.38,21.619999999999997,0.0,5.0,0.0,10.0,25.0,5.0
tile_0209,10.0,20.0,16.0,False,False,False,100.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,25.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0
tile_0210,11.156,17.156,12.156,False,False,False,39.61,60.39,0.0,0.0,0.0,50.0,50.0,30.0,20.0,5.0,5.0,5.0,25.0,5.0,5.0,10.39,10.39,30.39,40.39,5.0,5.0,5.0,25.0,5.0,5.0
