tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0099,"The image shows a mix of land cover types, including a bridge, an airport, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a train station.","The image shows a mix of land cover types, including buildings, trees, and a train station.",0.6666666666666666,1.0,0.7058823529411765,1.0,0.5301339932379162,1.0000000000000007
tile_0100,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, and trees.","The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",0.7641487028727831,0.6549846024623855,0.8484848484848485,0.7878787878787877,0.7195469560601189,0.6735205045780814
tile_0101,"The image shows a mix of land cover types, including an airport, a bridge, a building, and trees.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.6666666666666666,1.0,0.7878787878787877,1.0,0.654359289901984,1.0000000000000007
tile_0102,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,0.9375,1.0,0.967741935483871,1.0000000000000007,0.9317157650164152
tile_0103,"The image shows a mix of land cover types, including trees, a roundabout, and a golf field.","The image shows a mix of land cover types, including buildings, trees, and a baseball field.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.7647058823529411,0.875,0.8125,0.9032258064516129,0.6914890639979083,0.8037311277734124
tile_0104,"The image shows a remote sensing scene with a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including a building, trees, and a road.",0.7619047619047619,0.8731398526961766,0.8648648648648648,0.9032258064516129,0.7886507647472073,0.8586557982260813
tile_0105,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0106,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,1.0,0.9032258064516129,1.0,0.8586557982260813,1.0000000000000007
tile_0107,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.875,1.0,0.9032258064516129,1.0000000000000007,0.8586557982260813
tile_0108,"The image shows a mix of land cover types, including trees, shrubs, and a golf field.","The image shows a mix of land cover types, including trees, a golf course, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.8125,0.8823529411764706,0.8125,0.9090909090909091,0.6914890639979083,0.8037311277734124
tile_0109,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a mix of land cover types, including trees, a pond, and a road.","The image shows a mix of land cover types, including trees, a windmill, and a gray windmill at the top.",0.6491306968533518,0.6814506851874793,0.6666666666666667,0.7777777777777777,0.4758646817642245,0.5883222437492268
tile_0110,"The image shows a mix of land cover types, including trees, rocks, and a snow-covered area.","The image shows a mix of land cover types, including trees, water, and a bridge.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.5944376985191464,0.580944039897554,0.6842105263157895,0.7222222222222222,0.5292787729124184,0.5951143166387044
tile_0111,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a pond, and a road.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.8823529411764706,0.9375,0.9090909090909091,0.9375,0.8037311277734124,0.8586557982260813
tile_0112,"The image shows a mix of land cover types, including trees, a golf field, and a building.","The image shows a mix of land cover types, including trees, a golf field, and a pond.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.8235294117647058,0.8235294117647058,0.8484848484848485,0.8484848484848485,0.6914890639979083,0.6914890639979083
tile_0113,The image shows a rocky terrain with some trees at the bottom right.,"The image shows a mix of land cover types, including trees, grass, and a small stream at the bottom right.","The image shows a mix of land cover types, including trees, a road, and a building.",0.24428389471321574,0.65,0.3448275862068966,0.7222222222222223,0.23477095305434595,0.6103851869467585
tile_0114,The image shows a forest area with some trees at the bottom right.,"The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.263816590510905,0.875,0.3571428571428571,0.9032258064516129,0.23477095305434595,0.8037311277734124
tile_0115,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0116,"The image shows a mix of land cover types, including buildings, roads, and trees.","The image shows a mix of land cover types, including buildings, houses, trees, and a single road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7430381997858699,0.9411764705882353,0.8666666666666666,0.9696969696969697,0.8037311277734124,0.9361362641191208
tile_0117,"The image shows a mix of land cover types, including buildings, trees, and a golf field.","The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.875,0.9375,0.875,0.9375,0.7523197619890015,0.8680942667801238
tile_0118,"The image shows a mix of land cover types, including a golf field, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a baseball field.",0.7647058823529411,0.8731398526961766,0.8484848484848485,0.9032258064516129,0.7523197619890015,0.8037311277734124
tile_0119,"The image shows a mix of land cover types, including trees, water, and a small area of land at the top left.","The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.5909090909090909,0.4583333333333333,0.6842105263157896,0.7000000000000001,0.6415484855951789,0.5505386221966244
tile_0120,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.9333333333333333,0.875,0.9333333333333333,0.9032258064516129,0.8586557982260813,0.8037311277734124
tile_0121,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,0.7647058823529411,0.8749999999999999,0.8125,0.8037311277734124,0.6914890639979083
tile_0122,"The image shows a mix of land cover types, including trees, shrubs, and a golf field.","The image shows a mix of land cover types, including trees, a road, and a roundabout.","The image shows a mix of land cover types, including trees, a building, and a road.",0.8125,0.875,0.8125,0.9375,0.6914890639979083,0.8586557982260813
tile_0123,"The image shows a mix of land cover types, including trees, shrubs, and a building, with some trees located at the top left and bottom left corners.","The image shows a mix of land cover types, including trees, a golf field, and a building.","The image shows a mix of land cover types, including trees, a building, and a road.",0.5185185185185185,0.8235294117647058,0.6511627906976744,0.9090909090909091,0.600118569094773,0.8037311277734124
tile_0124,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0125,"The image shows a mix of land cover types, including trees, a golf field, and a building.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7647058823529411,0.875,0.8125,0.9032258064516129,0.6914890639979083,0.8586557982260813
tile_0126,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, shrubs, and a golf field.",0.6842105263157895,0.8235294117647058,0.742857142857143,0.9090909090909091,0.5851740296690352,0.8680942667801238
tile_0127,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, a road, and a building.",0.8107727203607354,0.8235294117647058,0.9032258064516129,0.8484848484848485,0.8586557982260813,0.6914890639979083
tile_0128,"The image shows a mix of land cover types, including trees, roads, and a building.","The remote sensing image shows a mix of land cover types, including trees, a beach, and a road.","The image shows a mix of land cover types, including trees, a road, and a windmill.",0.8107727203607354,0.7777777777777778,0.8387096774193549,0.8823529411764706,0.7357532581618298,0.7581559064446654
tile_0129,The image shows a land cover type of trees at the top right.,"The image shows a mix of land cover types, including trees, a bridge, and a building.","The image shows a mix of land cover types, including trees, a dam, and a golf field.",0.39584541262629164,0.8219864299617914,0.5333333333333333,0.8484848484848485,0.4143149501753323,0.6914890639979083
tile_0130,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, grass, and a building, with some trees located at the top right corner of the image.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.8219864299617914,0.48148148148148145,0.9090909090909091,0.5909090909090909,0.8680942667801238,0.5747970114153481
tile_0131,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be covered in moss.","The image shows a remote sensing scene with a mix of land cover types, including trees, a pond, and a dam.","The remote sensing image shows a mix of land cover types, including trees, fields, and a road.",0.5217391304347826,0.7142857142857143,0.6,0.7894736842105262,0.4422648726649022,0.6906579940599964
tile_0132,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,1.0,0.8749999999999999,1.0,0.8037311277734124,1.0000000000000007
tile_0133,"The image shows a mix of land cover types, including trees, grass, and a small area of land at the bottom left.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a soccer ball field.",0.5909090909090909,0.816828431106751,0.6666666666666667,0.8749999999999999,0.5705760821509245,0.7581559064446654
tile_0134,"The image shows a mix of land cover types, including buildings, trees, and a ground track field.","The image shows a mix of land cover types, including trees, buildings, and a baseball field.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.8823529411764706,0.9375,0.9090909090909091,0.9375,0.8159466395833364,0.8680942667801238
tile_0135,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.875,1.0,0.9032258064516129,1.0000000000000007,0.8037311277734124
tile_0136,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a dam.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.8125,1.0,0.8387096774193549,1.0000000000000007,0.7357532581618298
tile_0137,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8125,0.7647058823529411,0.8387096774193549,0.8125,0.6914890639979083,0.6914890639979083
tile_0138,"The image shows a mix of land cover types, including trees, shrubs, and a building, with some trees located at the bottom left and top right corners.","The image shows a mix of land cover types, including trees, a dam, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.48148148148148145,0.7647058823529411,0.6190476190476191,0.8125,0.560506434527561,0.6914890639979083
tile_0139,The image shows a land cover type of trees at the bottom left.,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.4274968157481276,0.875,0.5517241379310345,0.9375,0.4354805056807227,0.8586557982260813
tile_0140,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a pond, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,0.8125,0.8749999999999999,0.8387096774193549,0.8037311277734124,0.7357532581618298
tile_0141,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.875,1.0,0.9032258064516129,1.0000000000000007,0.8586557982260813
tile_0142,"The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.8235294117647058,0.875,0.8749999999999999,0.9032258064516129,0.8037311277734124,0.8037311277734124
tile_0143,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.875,1.0,0.9375,1.0,0.8586557982260813,1.0000000000000007
tile_0144,"The image shows a snow-covered land mass in the center, with no other visible land cover types.","The image shows a coastal area with a mix of land cover types, including trees, grass, and a single building.","The image shows a mix of land cover types, including trees, water, and a single bridge.",0.35294117647058826,0.7,0.411764705882353,0.7777777777777777,0.3139695898801157,0.6423938003975326
tile_0145,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, a golf course, and a body of water.","The image shows a coastal area with a mix of land cover types, including trees, water, and a single harbor in the center.",0.5084267235753608,0.7391304347826086,0.6842105263157895,0.782608695652174,0.5684908847774611,0.6828933480584911
tile_0146,The image shows a land cover type of trees at the bottom left.,"The image shows a coastal area with a mix of land cover types, including trees, a beach, and a road.","The image shows a coastal area with a mix of land cover types, including trees, a road, and a harbor.",0.3142706420773091,0.9,0.4848484848484849,0.9500000000000001,0.37985191581536837,0.8836351388995085
tile_0147,"The image shows a coastal area with a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including a bridge, buildings, and trees.",0.8947368421052632,0.6638045599160289,0.9473684210526315,0.8235294117647058,0.8836351388995085,0.7195469560601189
tile_0148,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a road.",0.6256320429665967,0.7316156289466418,0.7777777777777778,0.8648648648648648,0.6862931425636344,0.7886507647472074
tile_0149,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.4543004567916529,1.0,0.5925925925925926,1.0,0.4616980536470274,1.0000000000000007
tile_0150,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.875,1.0,0.9032258064516129,1.0000000000000007,0.8586557982260813
tile_0151,"The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a mix of land cover types, including trees, a bridge, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a dam, with some trees located at the bottom left and top right.",0.4274535922866364,0.4503745309857174,0.5909090909090908,0.6046511627906976,0.5150010298330051,0.5397146423820118
tile_0152,"The image shows a mix of land cover types, including trees, buildings, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a soccer ball field.",0.816828431106751,0.816828431106751,0.8749999999999999,0.8749999999999999,0.7581559064446654,0.7581559064446654
tile_0153,"The image shows a mix of land cover types, including trees, fields, and a runway.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8666666666666667,0.875,0.8666666666666667,0.9032258064516129,0.7357532581618298,0.8037311277734124
tile_0154,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.8757463061376463,0.8757463061376463
tile_0155,"The image shows a mix of land cover types, including trees, water, and a small area of land at the bottom right.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, a baseball field, and a golf field.",0.5909090909090909,0.8874100177457646,0.65,0.9142857142857143,0.5189167487337099,0.8532992054558103
tile_0156,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, buildings, and a soccer ball field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8125,0.8235294117647058,0.9032258064516129,0.8749999999999999,0.8586557982260813,0.7581559064446654
tile_0157,"The image shows a mix of land cover types, including trees, shrubs, and a small vehicle.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.8125,0.9333333333333333,0.8387096774193549,0.9333333333333333,0.6914890639979083,0.8586557982260813
tile_0158,"The image shows a mix of land cover types, including trees, rocks, and possibly a building or other structures in the background.","The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, fields, and a building.",0.5909090909090909,0.8125,0.7567567567567568,0.8387096774193549,0.6476794372116319,0.6914890639979083
tile_0159,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a golf field.","The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.6363636363636364,0.9375,0.7894736842105263,0.9375,0.6572609643459296,0.8586557982260813
tile_0160,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,0.7647058823529411,0.8749999999999999,0.8125,0.8037311277734124,0.6914890639979083
tile_0161,"The image shows a mix of land cover types, including trees, a baseball field, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7647058823529411,1.0,0.8125,1.0,0.6914890639979083,1.0000000000000007
tile_0162,"The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a large body of water in the center.",0.6658605971504997,0.6256320429665967,0.6829268292682926,0.7777777777777778,0.5669139488845744,0.7092944969355403
tile_0163,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0164,The image shows a land cover type of a large body of water.,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.5276331810218101,1.0,0.5714285714285715,1.0,0.38238914158209814,1.0000000000000007
tile_0165,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0166,The image shows a land cover type of a building at the bottom of the image.,"The image shows a mix of land cover types, including trees, a road, and a building.","A remote sensing image shows a dam and trees in the center, with a road at the bottom right.",0.4145145590902002,0.36270023920392513,0.45714285714285713,0.5142857142857142,0.3702571851770906,0.3037924605977842
tile_0167,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a dam.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.8751733190429475,0.816828431106751,0.9375,0.8749999999999999,0.8757463061376463,0.7581559064446654
tile_0168,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf course.","The image shows a mix of land cover types, including trees, a building, and a road.",0.9375,0.8125,0.9375,0.8125,0.8586557982260813,0.6914890639979083
tile_0169,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0170,"The image shows a mix of land cover types, including trees, shrubs, and a building, with some trees located at the bottom right.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a baseball field.",0.5652173913043478,0.8731398526961766,0.6666666666666667,0.9032258064516129,0.5517110915011653,0.8037311277734124
tile_0171,The image shows a land cover type of trees at the bottom right.,"The image shows a mix of land cover types, including trees, a golf field, and a roundabout.","The image shows a mix of land cover types, including trees, a building, and a road.",0.4274968157481276,0.8235294117647058,0.5517241379310345,0.8484848484848485,0.4354805056807227,0.6914890639979083
tile_0172,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a dam, and a windmill.",0.8107727203607354,0.8125,0.8387096774193549,0.8125,0.7357532581618298,0.6914890639979083
tile_0173,"The image shows a mix of land cover types, including trees, a roundabout, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a dam, with some trees located at the bottom left and top right.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7647058823529411,0.5384615384615384,0.8125,0.6829268292682926,0.6914890639979083,0.6443436382107092
tile_0174,"The image shows a mix of land cover types, including trees, fields, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a dam.",0.8666666666666667,0.875,0.8666666666666667,0.9032258064516129,0.7357532581618298,0.8037311277734124
tile_0175,"The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a dam, with some trees located at the bottom left and top left.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,0.5384615384615384,0.9032258064516129,0.6829268292682926,0.8586557982260813,0.6138334966334779
tile_0176,"The image shows a remote sensing scene with a mix of land cover types, including trees, a white ship, and a gray ship.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a dam.",0.5652173913043478,0.9333333333333333,0.6842105263157895,0.9333333333333333,0.5129988882478513,0.8586557982260813
tile_0177,"The image shows a mix of land cover types, including trees, a golf field, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a golf course.","The image shows a mix of land cover types, including trees, buildings, and a dam.",0.7647058823529411,0.875,0.8125,0.9032258064516129,0.6914890639979083,0.8037311277734124
tile_0178,"The image shows a mix of land cover types, including trees, shrubs, and a large white storage tank.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.7222222222222222,0.8731398526961766,0.7647058823529411,0.9032258064516129,0.5851740296690352,0.8037311277734124
tile_0179,"The image shows a mix of land cover types, including trees, water, and a large teal colored object in the center.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6190476190476191,0.875,0.7222222222222222,0.9032258064516129,0.5883222437492268,0.8586557982260813
tile_0180,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6842105263157895,0.7647058823529411,0.7647058823529413,0.8125,0.5951143166387044,0.6914890639979083
tile_0181,"The image shows a coastal area with a mix of land cover types, including trees and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The remote sensing image shows a coastal area with a mix of land cover types, including trees and water.",0.8408528612504581,0.7894736842105263,0.8648648648648649,0.8421052631578947,0.7846808650367368,0.7025997416361692
tile_0182,"The image shows a land cover type of a large area, possibly a field or a park, with some trees and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom left.",0.3746556657658882,0.6140480648084865,0.4680851063829787,0.6818181818181818,0.3774111077712247,0.6015073160294468
tile_0183,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0184,"The image shows a coastal area with a mix of land cover types, including trees and a building.",The image shows a coastal area with a mix of trees and a bridge.,"The image shows a coastal area with a mix of land cover types, including trees, rocks, and a road.",0.8408528612504581,0.5997193177501116,0.918918918918919,0.7878787878787878,0.8267283375553849,0.6181739347247984
tile_0185,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be covered in moss.","The image shows a mix of land cover types, including trees, a bridge, and a road.","The image shows a mix of land cover types, including trees, a road, and a field.",0.5217391304347826,0.875,0.6153846153846153,0.9375,0.4972769945429671,0.8586557982260813
tile_0186,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8666666666666667,0.875,0.8666666666666667,0.9032258064516129,0.7357532581618298,0.8586557982260813
tile_0187,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a building.","The image shows a mix of land cover types, including trees, a building, and a road.",0.8823529411764706,0.8235294117647058,0.9090909090909091,0.9090909090909091,0.8037311277734124,0.8037311277734124
tile_0188,"The image shows a mix of land cover types, including trees, a golf field, and a storage tank.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7222222222222222,0.875,0.7878787878787877,0.9032258064516129,0.654359289901984,0.8586557982260813
tile_0189,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.8125,0.8823529411764706,0.8125,0.9090909090909091,0.6914890639979083,0.8037311277734124
tile_0190,"The image shows a mix of land cover types, including trees, shrubs, and a building.","The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.8107727203607354,0.8823529411764706,0.9032258064516129,0.9090909090909091,0.8586557982260813,0.8037311277734124
tile_0191,"The image shows a mix of land cover types, including trees, fields, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, a baseball field, and a building.",0.7584835431705546,0.8219864299617914,0.8125,0.9090909090909091,0.6914890639979083,0.8037311277734124
tile_0192,"The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a dam.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,0.9333333333333333,0.9032258064516129,0.9333333333333333,0.8586557982260813,0.8586557982260813
tile_0193,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a baseball field.",0.8731398526961766,0.8731398526961766,0.9032258064516129,0.9032258064516129,0.8037311277734124,0.8037311277734124
tile_0194,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a dam.",0.7647058823529411,0.9333333333333333,0.8125,0.9333333333333333,0.6914890639979083,0.8586557982260813
tile_0195,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.9333333333333333,1.0,0.9333333333333333,1.0000000000000007,0.8586557982260813
tile_0196,"The image shows a mix of land cover types, including trees, shrubs, and a building.","The image shows a mix of land cover types, including trees, a bridge, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8666666666666667,0.7647058823529411,0.8666666666666667,0.8125,0.7357532581618298,0.6914890639979083
tile_0197,"The image shows a mix of land cover types, including trees, buildings, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a golf course.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.9333333333333333,0.875,0.9333333333333333,0.9032258064516129,0.8586557982260813,0.8037311277734124
tile_0198,The image shows a land cover type of a large olive-colored vehicle at the bottom of the scene.,"The image shows a mix of land cover types, including trees, buildings, and a golf course.","The remote sensing image shows a mix of land cover types, including trees, a golf course, and a building.",0.42042643062522905,0.7254004784078503,0.42105263157894735,0.8571428571428572,0.30965020309475266,0.7721927900513825
