region,tile_id,mae_lr,mae_sr,mae_gt_raster,refused_lr,refused_sr,refused_gt_raster,gt_forest,gt_agriculture,gt_urban,gt_water,gt_bare_soil,lr_forest,sr_forest,lr_agriculture,sr_agriculture,lr_urban,sr_urban,lr_water,sr_water,lr_bare_soil,sr_bare_soil,mae_lr_forest,mae_sr_forest,mae_lr_agriculture,mae_sr_agriculture,mae_lr_urban,mae_sr_urban,mae_lr_water,mae_sr_water,mae_lr_bare_soil,mae_sr_bare_soil
R1,tile_0103,27.036,26.636000000000003,22.036,False,False,False,32.41,67.59,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,28.0,17.590000000000003,17.590000000000003,67.59,67.59,0.0,0.0,0.0,20.0,50.0,28.0
R1,tile_0104,15.84,10.84,9.84,False,False,False,35.4,40.92,23.68,0.0,0.0,40.0,45.0,20.0,10.0,5.0,20.0,10.0,5.0,25.0,5.0,4.600000000000001,9.6,20.92,30.92,18.68,3.68,10.0,5.0,25.0,5.0
R1,tile_0105,33.426,17.462,13.425999999999998,False,False,False,11.35,45.21,38.36,0.0,5.09,75.0,45.0,0.0,25.0,0.0,15.0,0.0,10.0,25.0,5.0,63.65,33.65,45.21,20.21,38.36,23.36,0.0,10.0,19.91,0.0899999999999998
R1,tile_0106,22.448,22.448,12.448,False,False,False,18.88,21.21,0.0,0.0,59.91,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,56.120000000000005,56.120000000000005,21.21,21.21,0.0,0.0,0.0,0.0,34.91,34.91
R1,tile_0107,18.008,4.0760000000000005,4.0760000000000005,False,False,False,39.81,5.17,0.0,0.0,55.02,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,20.19,10.189999999999998,14.83,5.17,5.0,0.0,5.0,0.0,45.02,5.020000000000003
R1,tile_0108,16.344,17.34,17.34,False,False,False,31.65,7.47,0.02,0.0,60.86,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,18.35,43.35,12.53,7.47,4.98,0.02,10.0,0.0,35.86,35.86
R1,tile_0109,25.99,10.278,7.278,False,False,False,24.27,7.53,20.24,37.2,10.75,50.0,45.0,0.0,10.0,0.0,10.0,0.0,20.0,50.0,10.0,25.73,20.73,7.53,2.47,20.24,10.239999999999998,37.2,17.200000000000003,39.25,0.75
R1,tile_0110,32.424,23.852,20.388,False,False,False,5.28,27.01,0.09,53.96,13.66,50.0,60.0,0.0,20.0,0.0,10.0,0.0,10.0,50.0,10.0,44.72,54.72,27.01,7.010000000000002,0.09,9.91,53.96,43.96,36.34,3.66
R1,tile_0111,3.174,15.174,3.174,False,False,False,42.07,0.18,0.0,0.15,57.61,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,7.93,17.93,0.18,0.18,0.0,0.0,0.15,0.15,7.609999999999999,57.61
R1,tile_0112,9.42,9.42,19.28,False,False,False,26.45,2.65,0.2,0.0,70.7,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,23.55,23.55,2.65,2.65,0.2,0.2,0.0,0.0,20.700000000000003,20.700000000000003
R1,tile_0113,12.11,13.206,9.706,False,False,False,31.99,18.75,11.53,0.0,37.74,50.0,45.0,0.0,10.0,0.0,5.0,0.0,10.0,50.0,10.0,18.01,13.010000000000002,18.75,8.75,11.53,6.529999999999999,0.0,10.0,12.259999999999998,27.74
R1,tile_0114,20.0,19.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,40.0,45.0,20.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,40.0,45.0,20.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0
R1,tile_0115,22.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0
R1,tile_0116,19.0,16.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,30.0,40.0,20.0,20.0,5.0,5.0,20.0,10.0,20.0,5.0,30.0,40.0,20.0,20.0,5.0,5.0,20.0,10.0,20.0,5.0
R1,tile_0117,22.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0
R1,tile_0118,27.424,11.424,12.424,False,False,False,31.19,54.66,0.0,13.9,0.25,75.0,50.0,0.0,30.0,0.0,0.0,0.0,10.0,25.0,10.0,43.81,18.81,54.66,24.66,0.0,0.0,13.9,3.9,24.75,9.75
R1,tile_0119,21.792,21.792,21.792,False,False,False,0.52,99.48,0.0,0.0,0.0,20.0,20.0,50.0,50.0,5.0,5.0,10.0,10.0,25.0,25.0,19.48,19.48,49.48,49.48,5.0,5.0,10.0,10.0,25.0,25.0
R1,tile_0120,34.0,32.0,16.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,5.0,25.0,20.0,50.0,50.0,80.0,80.0,5.0,5.0,10.0,5.0,25.0,20.0
R1,tile_0121,16.054000000000002,18.326,11.326,False,False,False,16.69,50.14,0.0,0.0,33.18,25.0,50.0,10.0,30.0,0.0,5.0,0.0,5.0,65.0,5.0,8.309999999999999,33.31,40.14,20.14,0.0,5.0,0.0,5.0,31.82,28.18
R1,tile_0122,16.484,16.484,21.484,False,False,False,8.79,47.9,0.0,0.0,43.31,50.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,41.21,41.21,22.9,22.9,0.0,0.0,0.0,0.0,18.31,18.31
R1,tile_0123,34.0,23.0,19.6,False,False,False,0.0,94.0,0.0,0.0,6.0,20.0,40.0,10.0,30.0,5.0,5.0,10.0,5.0,57.0,5.0,20.0,40.0,84.0,64.0,5.0,5.0,10.0,5.0,51.0,1.0
R1,tile_0124,25.952000000000005,25.952000000000005,9.952000000000002,False,False,False,0.12,55.92,0.0,0.0,43.96,40.0,40.0,20.0,20.0,5.0,5.0,10.0,10.0,5.0,5.0,39.88,39.88,35.92,35.92,5.0,5.0,10.0,10.0,38.96,38.96
R1,tile_0125,23.19,17.174,16.174,False,False,False,32.03,67.94,0.0,0.0,0.04,80.0,60.0,0.0,30.0,0.0,5.0,0.0,5.0,0.0,10.0,47.97,27.97,67.94,37.94,0.0,5.0,0.0,5.0,0.04,9.96
R1,tile_0126,29.604000000000003,29.604000000000003,26.604000000000003,False,False,False,10.99,89.01,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,25.0,39.01,39.01,69.01,69.01,5.0,5.0,10.0,10.0,25.0,25.0
R1,tile_0127,31.032,17.032,17.032,False,False,False,2.42,97.58,0.0,0.0,0.0,50.0,20.0,20.0,50.0,5.0,0.0,5.0,0.0,20.0,20.0,47.58,17.58,77.58,47.58,5.0,0.0,5.0,0.0,20.0,20.0
R1,tile_0128,25.236,19.236,19.236,False,False,False,0.0,98.09,0.0,0.0,1.91,40.0,20.0,30.0,50.0,5.0,0.0,10.0,10.0,5.0,20.0,40.0,20.0,68.09,48.09,5.0,0.0,10.0,10.0,3.09,18.09
R1,tile_0129,38.184000000000005,18.184,23.184,False,False,False,1.16,95.46,0.0,0.0,3.38,50.0,30.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,20.0,48.84,28.84,95.46,45.46,0.0,0.0,0.0,0.0,46.62,16.62
R1,tile_0130,7.466000000000001,14.089999999999998,10.09,False,False,False,36.11,18.67,0.0,0.0,45.23,50.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,50.0,15.0,13.89,23.89,18.67,1.3299999999999983,0.0,5.0,0.0,10.0,4.770000000000003,30.23
R1,tile_0131,28.854,23.341999999999995,15.342000000000002,False,False,False,17.87,40.07,0.0,8.78,33.29,80.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,62.13,57.13,40.07,40.07,0.0,0.0,8.78,1.2200000000000006,33.29,18.29
R1,tile_0132,27.082,17.422,17.677999999999997,False,False,False,14.96,5.44,0.41,72.71,6.49,50.0,50.0,20.0,0.0,5.0,0.0,5.0,30.0,20.0,10.0,35.04,35.04,14.56,5.44,4.59,0.41,67.71,42.71,13.51,3.51
R1,tile_0133,9.548,20.376,20.376,False,False,False,26.13,12.14,0.0,0.79,60.94,50.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,50.0,15.0,23.87,33.870000000000005,12.14,7.859999999999999,0.0,5.0,0.79,9.21,10.939999999999998,45.94
R1,tile_0134,22.624,22.624,12.624,False,False,False,18.44,0.0,0.0,4.61,76.95,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,56.56,56.56,0.0,0.0,0.0,0.0,4.61,4.61,51.95,51.95
R1,tile_0135,20.0,30.0,20.0,False,False,False,0.0,0.0,0.0,18.01,81.99,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,50.0,75.0,0.0,0.0,0.0,0.0,18.01,18.01,31.989999999999995,56.99
R1,tile_0136,30.0,30.0,20.0,False,False,False,0.0,0.0,0.0,9.68,90.32,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,75.0,75.0,0.0,0.0,0.0,0.0,9.68,9.68,65.32,65.32
R1,tile_0137,16.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
R1,tile_0138,19.0,21.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,25.0,5.0,5.0,20.0,5.0,20.0,20.0,30.0,50.0,20.0,25.0,5.0,5.0,20.0,5.0,20.0,20.0
R1,tile_0139,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
R1,tile_0140,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
R1,tile_0141,33.392,33.392,23.392000000000003,False,False,False,16.52,0.0,0.0,83.48,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,33.480000000000004,33.480000000000004,0.0,0.0,0.0,0.0,83.48,83.48,50.0,50.0
R1,tile_0142,17.588,13.084,13.084,False,False,False,31.03,26.26,0.0,42.71,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,10.0,20.0,5.0,18.97,18.97,6.260000000000002,3.7399999999999984,5.0,5.0,37.71,32.71,20.0,5.0
R1,tile_0143,25.428,12.791999999999998,12.428,False,False,False,8.02,83.57,0.0,8.41,0.0,30.0,40.0,20.0,60.0,5.0,0.0,10.0,0.0,35.0,0.0,21.98,31.98,63.56999999999999,23.569999999999997,5.0,0.0,1.59,8.41,35.0,0.0
R1,tile_0144,15.823999999999998,17.823999999999998,17.823999999999998,False,False,False,17.94,66.82,0.0,0.0,15.24,40.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,22.06,32.06,36.81999999999999,36.81999999999999,5.0,5.0,5.0,5.0,10.24,10.24
R1,tile_0145,31.0,18.0,,False,False,True,0.0,100.0,0.0,0.0,0.0,30.0,20.0,20.0,50.0,5.0,0.0,20.0,0.0,20.0,20.0,30.0,20.0,80.0,50.0,5.0,0.0,20.0,0.0,20.0,20.0
R1,tile_0146,32.0,,16.0,False,True,False,0.0,100.0,0.0,0.0,0.0,50.0,,20.0,,5.0,,5.0,,20.0,,50.0,,80.0,,5.0,,5.0,,20.0,
R1,tile_0147,27.04,26.04,15.039999999999996,False,False,False,0.0,97.6,0.0,0.0,2.4,40.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,5.0,5.0,40.0,50.0,77.6,67.6,5.0,5.0,10.0,5.0,2.6,2.6
R1,tile_0148,33.032,19.032,19.032,False,False,False,1.06,97.58,0.0,0.0,1.36,50.0,20.0,20.0,50.0,5.0,0.0,10.0,10.0,25.0,20.0,48.94,18.94,77.58,47.58,5.0,0.0,10.0,10.0,23.64,18.64
R1,tile_0149,31.2,24.2,22.2,False,False,False,7.0,93.0,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,5.0,43.0,43.0,73.0,63.0,5.0,5.0,10.0,5.0,25.0,5.0
R1,tile_0150,21.996,20.996,19.996,False,False,False,7.51,56.94,0.0,0.0,35.55,50.0,50.0,30.0,25.0,5.0,0.0,5.0,10.0,5.0,15.0,42.49,42.49,26.94,31.94,5.0,0.0,5.0,10.0,30.55,20.55
R1,tile_0151,19.0,20.088,10.088,False,False,False,0.0,80.22,0.0,0.0,19.78,20.0,50.0,50.0,30.0,5.0,0.0,25.0,0.0,5.0,20.0,20.0,50.0,30.22,50.22,5.0,0.0,25.0,0.0,14.78,0.2199999999999988
R1,tile_0152,31.0,20.0,24.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,20.0,25.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0,50.0,20.0,75.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0
R1,tile_0153,30.196,23.448,24.196,False,False,False,3.88,90.49,0.0,0.0,5.63,50.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,5.0,46.12,46.12,70.49,60.49,5.0,5.0,10.0,5.0,19.37,0.6299999999999999
R1,tile_0154,25.428,25.428,22.172,False,False,False,19.57,3.93,0.0,59.64,16.86,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.43,30.43,3.93,3.93,0.0,0.0,59.64,59.64,33.14,33.14
R1,tile_0155,22.136000000000003,17.7,15.7,False,False,False,15.75,22.98,0.0,32.36,28.91,50.0,60.0,0.0,10.0,0.0,5.0,0.0,25.0,50.0,10.0,34.25,44.25,22.98,12.98,0.0,5.0,32.36,7.359999999999999,21.09,18.91
R1,tile_0156,14.027999999999995,3.999999999999999,2.0279999999999987,False,False,False,80.07,0.0,0.0,0.0,19.93,50.0,80.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,0.0,30.069999999999997,0.0699999999999931,20.0,0.0,5.0,0.0,10.0,0.0,5.07,19.93
R1,tile_0157,13.55,15.498,15.498,False,False,False,16.12,0.0,0.0,20.13,63.74,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,33.879999999999995,33.879999999999995,0.0,0.0,0.0,0.0,20.13,4.870000000000001,13.740000000000002,38.74
R1,tile_0158,17.464,27.464,,False,False,True,6.34,0.0,0.0,8.22,85.44,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,43.66,68.66,0.0,0.0,0.0,0.0,8.22,8.22,35.44,60.44
R1,tile_0159,29.6,29.6,19.6,False,False,False,1.0,0.0,0.0,0.01,98.99,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,74.0,74.0,0.0,0.0,0.0,0.0,0.01,0.01,73.99,73.99
R1,tile_0160,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
R1,tile_0161,20.0,20.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0
R1,tile_0162,20.0,21.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,20.0,20.0,10.0,5.0,5.0,5.0,20.0,20.0,50.0,50.0,20.0,20.0,10.0,5.0,5.0,5.0,20.0,20.0,50.0
R1,tile_0163,20.0,22.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,60.0,20.0,10.0,5.0,5.0,5.0,25.0,20.0,10.0,50.0,60.0,20.0,10.0,5.0,5.0,5.0,25.0,20.0,10.0
R1,tile_0164,33.368,23.368,23.368,False,False,False,16.58,0.0,0.0,83.42,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,33.42,33.42,0.0,0.0,0.0,0.0,83.42,58.42,50.0,25.0
R1,tile_0165,25.768,33.768,23.768,False,False,False,15.58,0.0,0.0,84.42,0.0,40.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,5.0,25.0,24.42,59.42,20.0,0.0,5.0,0.0,74.42,84.42,5.0,25.0
R1,tile_0166,26.51,25.43,25.43,False,False,False,26.42,2.3,0.0,71.27,0.0,50.0,75.0,20.0,0.0,5.0,0.0,10.0,10.0,25.0,15.0,23.58,48.58,17.7,2.3,5.0,0.0,61.27,61.27,25.0,15.0
R1,tile_0167,11.556,6.5840000000000005,5.556,False,False,False,46.11,32.43,0.0,21.46,0.0,50.0,50.0,20.0,50.0,5.0,0.0,10.0,10.0,25.0,0.0,3.890000000000001,3.890000000000001,12.43,17.57,5.0,0.0,11.46,11.46,25.0,0.0
R1,tile_0168,25.972,17.972,13.972000000000005,False,False,False,5.07,94.93,0.0,0.0,0.0,20.0,25.0,30.0,50.0,5.0,0.0,10.0,0.0,35.0,25.0,14.93,19.93,64.93,44.93000000000001,5.0,0.0,10.0,0.0,35.0,25.0
R1,tile_0169,15.352,22.352,24.352,False,False,False,6.62,93.38,0.0,0.0,0.0,20.0,40.0,50.0,30.0,0.0,5.0,0.0,5.0,20.0,5.0,13.38,33.38,43.38,63.38,0.0,5.0,0.0,5.0,20.0,5.0
R1,tile_0170,10.232,12.232,12.232,False,False,False,31.92,61.04,0.0,0.0,7.04,40.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,8.079999999999998,18.08,31.04,31.04,5.0,5.0,5.0,5.0,2.04,2.04
R1,tile_0171,17.904000000000003,16.904000000000003,10.904000000000002,False,False,False,25.24,74.76,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,10.0,5.0,24.76,24.76,44.760000000000005,44.760000000000005,5.0,5.0,5.0,5.0,10.0,5.0
R1,tile_0172,32.0,20.0,,False,False,True,0.0,100.0,0.0,0.0,0.0,50.0,20.0,20.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0,50.0,20.0,80.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0
R1,tile_0173,34.888,26.0,12.0,False,False,False,0.0,87.22,0.0,0.0,12.78,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,75.0,50.0,87.22,57.22,0.0,5.0,0.0,10.0,12.22,7.779999999999999
R1,tile_0174,34.0,20.0,18.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,20.0,20.0,50.0,5.0,0.0,10.0,10.0,25.0,20.0,50.0,20.0,80.0,50.0,5.0,0.0,10.0,10.0,25.0,20.0
R1,tile_0175,40.0,17.887999999999998,17.887999999999998,False,False,False,0.0,94.72,0.0,5.28,0.0,50.0,20.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,20.0,50.0,20.0,94.72,44.72,0.0,0.0,5.28,4.72,50.0,20.0
R1,tile_0176,26.78,19.78,14.547999999999998,False,False,False,0.29,33.34,0.0,58.61,7.76,50.0,30.0,20.0,20.0,5.0,5.0,10.0,20.0,25.0,20.0,49.71,29.71,13.340000000000003,13.340000000000003,5.0,5.0,48.61,38.61,17.240000000000002,12.24
R1,tile_0177,26.932,16.932,16.932,False,False,False,32.42,9.1,0.0,58.23,0.25,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,17.58,17.58,9.1,9.1,0.0,0.0,58.23,33.23,49.75,24.75
R1,tile_0178,11.628,13.628,5.316,False,False,False,45.93,12.97,0.0,0.32,40.78,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,29.07,14.07,12.97,12.97,0.0,0.0,0.32,0.32,15.78,40.78
R1,tile_0179,21.24,19.724,9.723999999999998,False,False,False,25.69,1.21,0.0,0.0,73.1,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,24.31,49.31,18.79,1.21,5.0,0.0,10.0,0.0,48.1,48.1
R1,tile_0180,35.052,19.052,19.052,False,False,False,2.37,0.0,0.0,0.0,97.63,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,57.63,47.63,20.0,0.0,5.0,0.0,5.0,0.0,87.63,47.63
R1,tile_0181,20.664,4.663999999999999,4.663999999999999,False,False,False,38.34,0.0,0.0,0.0,61.66,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,21.66,11.659999999999997,20.0,0.0,5.0,0.0,5.0,0.0,51.66,11.659999999999997
R1,tile_0182,23.68,7.6800000000000015,7.6800000000000015,False,False,False,30.8,0.0,0.0,0.0,69.2,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,29.2,19.2,20.0,0.0,5.0,0.0,5.0,0.0,59.2,19.200000000000003
R1,tile_0183,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0
R1,tile_0184,20.0,20.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.0,10.0,0.0,0.0,0.0,20.0,50.0,10.0,50.0,60.0,0.0,10.0,0.0,0.0,0.0,20.0,50.0,10.0
R1,tile_0185,22.0,20.0,17.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,25.0,5.0,0.0,10.0,10.0,25.0,15.0,50.0,50.0,20.0,25.0,5.0,0.0,10.0,10.0,25.0,15.0
R1,tile_0186,19.0,22.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,40.0,30.0,50.0,5.0,5.0,5.0,10.0,5.0,5.0,50.0,40.0,30.0,50.0,5.0,5.0,5.0,10.0,5.0,5.0
R1,tile_0187,24.536,17.536,25.536,False,False,False,11.16,58.92,0.0,29.92,0.0,50.0,50.0,25.0,25.0,5.0,5.0,5.0,25.0,20.0,5.0,38.84,38.84,33.92,33.92,5.0,5.0,24.92,4.920000000000002,20.0,5.0
R1,tile_0188,21.602,14.602,19.426,False,False,False,26.43,14.56,0.0,59.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,23.57,23.57,5.44,5.44,5.0,5.0,49.0,34.0,25.0,5.0
R1,tile_0189,30.628,32.628,22.628,False,False,False,18.43,0.0,0.0,81.57,0.0,50.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,20.0,50.0,31.57,31.57,20.0,0.0,5.0,0.0,76.57,81.57,20.0,50.0
R1,tile_0190,36.916,27.916,26.916000000000004,False,False,False,7.71,0.0,0.0,92.29,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,42.29,42.29,0.0,20.0,0.0,5.0,92.29,67.29,50.0,5.0
R1,tile_0191,21.708,22.696,21.708,False,False,False,18.26,4.97,0.0,76.77,0.0,30.0,50.0,20.0,0.0,5.0,0.0,20.0,25.0,20.0,25.0,11.739999999999998,31.74,15.03,4.97,5.0,0.0,56.77,51.77,20.0,25.0
R1,tile_0192,20.0,20.0,14.264,False,False,False,54.34,8.09,0.0,37.57,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,4.340000000000003,4.340000000000003,8.09,8.09,0.0,0.0,37.57,37.57,50.0,50.0
R1,tile_0193,8.610000000000001,8.610000000000001,12.61,False,False,False,68.47,29.03,0.0,2.49,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,11.53,29.03,29.03,0.0,0.0,2.49,2.49,0.0,0.0
R1,tile_0194,18.672000000000004,26.672000000000004,14.672000000000002,False,False,False,33.32,66.68,0.0,0.0,0.0,50.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,20.0,25.0,16.68,41.68,46.68000000000001,66.68,5.0,0.0,5.0,0.0,20.0,25.0
R1,tile_0195,30.0,18.0,22.0,False,False,False,0.0,100.0,0.0,0.0,0.0,40.0,20.0,30.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0,40.0,20.0,70.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0
R1,tile_0196,24.0,20.0,25.0,False,False,False,0.0,72.06,0.0,0.0,27.94,50.0,50.0,20.0,30.0,5.0,0.0,10.0,0.0,25.0,20.0,50.0,50.0,52.06,42.06,5.0,0.0,10.0,0.0,2.9400000000000013,7.940000000000001
R1,tile_0197,22.122,18.122,23.122,False,False,False,4.69,30.99,0.0,0.0,64.31,50.0,50.0,20.0,20.0,5.0,0.0,5.0,0.0,20.0,30.0,45.31,45.31,10.989999999999998,10.989999999999998,5.0,0.0,5.0,0.0,44.31,34.31
R1,tile_0198,23.652000000000005,13.652,13.652,False,False,False,22.99,6.53,0.0,52.6,17.88,75.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,52.010000000000005,27.01,6.53,6.53,0.0,0.0,52.6,27.6,7.120000000000001,7.120000000000001
R1,tile_0199,17.188,10.66,7.188,False,False,False,51.32,1.34,0.0,40.31,7.03,50.0,75.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,10.0,1.3200000000000005,23.68,1.34,1.34,0.0,0.0,40.31,25.31,42.97,2.97
R1,tile_0200,12.98,18.088,18.088,False,False,False,37.28,5.41,0.0,27.04,30.27,50.0,75.0,0.0,,0.0,0.0,0.0,10.0,50.0,0.0,12.72,37.72,5.41,5.41,0.0,0.0,27.04,17.04,19.73,30.27
R1,tile_0201,16.918,10.918,10.918,False,False,False,47.7,0.0,0.0,2.6,49.69,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.3,27.3,0.0,0.0,0.0,0.0,2.6,2.6,49.69,24.69
R1,tile_0202,10.412000000000004,18.812,10.412000000000004,False,False,False,23.97,11.74,0.0,0.0,64.29,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,28.0,26.03,26.03,11.74,11.74,0.0,0.0,0.0,20.0,14.290000000000006,36.290000000000006
R1,tile_0203,12.56,17.036,7.036,False,False,False,32.41,16.19,0.0,0.0,51.4,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,17.590000000000003,42.59,3.809999999999999,16.19,5.0,0.0,10.0,0.0,26.4,26.4
R1,tile_0204,21.128,5.128,5.128,False,False,False,37.18,0.0,0.0,0.0,62.82,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,22.82,12.82,20.0,0.0,5.0,0.0,5.0,0.0,52.82,12.82
R1,tile_0205,11.956,1.9560000000000008,1.9560000000000008,False,False,False,45.11,0.0,0.0,3.62,51.27,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,29.89,4.890000000000001,0.0,0.0,0.0,0.0,3.62,3.62,26.270000000000003,1.2700000000000031
R1,tile_0206,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0
