tile_id,classe,caption_lr,caption_sr,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0196,vegetacao cultivada,The image shows a land cover type of trees at the top.,"The image shows a remote sensing scene with a single airplane in the center, surrounded by various land cover types.",0.0,0,0.0,0.0,0.0,0.0
tile_0197,brejo pantano,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0198,massa dagua,The image shows a land cover type of trees at the top left.,"The image shows a remote sensing scene with a bridge and some trees at the bottom left, and a large bridge at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0199,floresta,"The image shows a coastal area with a mix of land cover types, including trees and a road.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0200,floresta,The image shows a land cover type of trees at the bottom left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0201,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a small area of land at the bottom.",0.0,0,0.0,0.0,0.0,0.0
tile_0202,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0203,brejo pantano,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0204,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, flowers, and possibly a building or other structures in the background.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0205,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a small area of land at the top right corner.",0.0,0,0.0,0.0,0.0,0.0
tile_0210,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0211,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0212,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a bridge, some trees, and a road, with the bridge being the most prominent feature in the center.",0.0,0,0.0,0.0,0.0,0.0
tile_0213,massa dagua,"The image shows a coastal area with a mix of land cover types, including trees and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0214,floresta,The image shows a land cover type of trees at the bottom left.,"The image shows a coastal area with a mix of land cover types, including trees and water.",0.0,0,0.0,0.0,0.0,0.0
tile_0215,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0216,massa dagua,The image shows a land cover type of trees at the bottom right.,"The remote sensing image shows a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0217,massa dagua,The image shows a land cover type of trees at the bottom left.,"The image shows a mix of land cover types, including trees, a road, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0218,brejo pantano,"The image shows a mix of land cover types, including trees, grass, and a small area of water at the bottom right.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0219,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0220,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0221,massa dagua,The image shows a land cover type of trees at the top.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0222,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0223,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.0,0,0.0,0.0,0.0,0.0
tile_0224,floresta,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom left.",0.0,0,0.0,0.0,0.0,0.0
tile_0225,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0226,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a ship, and a tugboat.",0.0,0,0.0,0.0,0.0,0.0
tile_0227,brejo pantano,"The image shows a mix of land cover types, including trees, a road, and a car.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0228,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, a building, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a river, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0233,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0234,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0235,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0236,vegetacao cultivada,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0237,vegetacao cultivada,The image shows a land cover type of trees at the top.,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0238,massa dagua,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, water, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0239,massa dagua,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0240,massa dagua,The image shows a land cover type of trees at the center.,"The image shows a coastal area with a mix of land cover types, including trees and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0241,massa dagua,The image shows a land cover type of trees at the bottom right.,"The image shows a remote sensing scene with a mix of land cover types, including trees and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0242,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees and buildings.",0.0,0,0.0,0.0,0.0,0.0
tile_0243,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees and water.","The image shows a remote sensing scene with a mix of land cover types, including trees and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0244,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees and a building.","The image shows a coastal area with a mix of land cover types, including trees and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0245,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0246,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a building.","The image shows a coastal area with a mix of trees and water, with some trees located at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0247,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, mountains, and a snow-covered area.","The remote sensing image shows a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0248,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0249,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including a large area of land in the center with some trees.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0250,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0251,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.0,0,0.0,0.0,0.0,0.0
tile_0256,brejo pantano,The image shows a land cover type of trees at the bottom left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0257,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0258,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, shrubs, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0259,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0260,brejo pantano,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, crops, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0261,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0262,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0263,vegetacao cultivada,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0264,massa dagua,The image shows a land cover type of broccoli.,"The image shows a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0265,massa dagua,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be covered in sand or dirt.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0266,floresta,"The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0267,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom.",0.0,0,0.0,0.0,0.0,0.0
tile_0268,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0269,massa dagua,The image shows a land cover type of trees at the top left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0270,massa dagua,"The image shows a coastal area with a mix of land cover types, including trees and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0271,campo,"The image shows a land cover type of a large, green, and possibly forested area.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0272,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a small area of land at the bottom left.",0.0,0,0.0,0.0,0.0,0.0
tile_0273,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0274,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0279,brejo pantano,The image shows a land cover type of trees at the top right.,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a body of water.",0.0,0,0.0,0.0,0.0,0.0
tile_0280,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0281,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0282,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a football field.",0.0,0,0.0,0.0,0.0,0.0
tile_0283,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.","The image shows a mix of land cover types, including trees, fields, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0284,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0285,brejo pantano,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, a road, and a field.",0.0,0,0.0,0.0,0.0,0.0
tile_0286,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0287,floresta,"The image shows a mix of land cover types, including trees, grass, and a small area of land at the bottom left.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom left.",0.0,0,0.0,0.0,0.0,0.0
tile_0288,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, flowers, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0289,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0290,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0291,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0292,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0293,massa dagua,"The image shows a coastal area with a mix of land cover types, including trees and a building.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0294,massa dagua,The image shows a land cover type with a mix of trees and buildings.,"The image shows a coastal area with a mix of land cover types, including trees, a ship, and a small white ship.",0.0,0,0.0,0.0,0.0,0.0
tile_0295,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0296,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom left.",0.0,0,0.0,0.0,0.0,0.0
tile_0297,brejo pantano,"The image shows a coastal area with a mix of land cover types, including a large body of water in the center.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.",0.0,0,0.0,0.0,0.0,0.0
tile_0302,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, a golf course, and a road.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0303,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0304,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0305,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0306,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0307,brejo pantano,The image shows a land cover type of a large green area in the center.,"The image shows a mix of land cover types, including trees, a golf field, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0308,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0309,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the bottom left.",0.0,0,0.0,0.0,0.0,0.0
tile_0310,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a golf field.","The image shows a remote sensing scene with a single land cover type, which is a large roundabout, located at the bottom of the image.",0.0,0,0.0,0.0,0.0,0.0
tile_0311,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a large tree at the top right.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0312,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0313,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The remote sensing image shows a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0314,brejo pantano,"The image shows a coastal area with a mix of land cover types, including a large body of water in the center.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0315,brejo pantano,The image shows a land cover type of trees at the bottom right.,"The remote sensing image shows a mix of land cover types, including trees, water, and a single ship.",0.0,0,0.0,0.0,0.0,0.0
tile_0316,floresta,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.",0.0,0,0.0,0.0,0.0,0.0
tile_0317,massa dagua,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a remote sensing scene with a mix of land cover types, including trees, rocks, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0318,massa dagua,The image shows a land cover type of trees at the top.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0319,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0320,massa dagua,The image shows a land cover type with a mix of trees and grass.,"The image shows a coastal area with a mix of land cover types, including trees and water.",0.0,0,0.0,0.0,0.0,0.0
tile_0325,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a dam.",0.0,0,0.0,0.0,0.0,0.0
tile_0326,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0327,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0328,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0329,brejo pantano,The image shows a land cover type of a building at the bottom left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0330,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, a road, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0331,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0332,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0333,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0334,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a river with trees on both sides, with the left side being more densely wooded.",0.0,0,0.0,0.0,0.0,0.0
tile_0335,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including a purple colored area in the center.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0336,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly a building or other structures in the background.","The remote sensing image shows a mix of land cover types, including trees, a white airplane, and a gray airplane.",0.0,0,0.0,0.0,0.0,0.0
tile_0337,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom left.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0338,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0339,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0340,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0341,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, shrubs, and grass, with some buildings and trees located at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0342,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0343,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0348,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, crops, and possibly urban areas, with some regions appearing more densely populated than others.",0.0,0,0.0,0.0,0.0,0.0
tile_0349,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a large area of greenery, some trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0350,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.",0.0,0,0.0,0.0,0.0,0.0
tile_0351,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, a road, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a river, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0352,floresta,The image shows a land cover type of trees at the bottom right.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top right corner.",0.0,0,0.0,0.0,0.0,0.0
tile_0353,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly a building or other structures in the background.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0354,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0355,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, bushes, and grass.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0356,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees and a building, located near the center of the image.","The image shows a remote sensing scene with a mix of land cover types, including trees, a river, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0357,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0358,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be covered in moss.",0.0,0,0.0,0.0,0.0,0.0
tile_0359,brejo pantano,The image shows a land cover type of trees at the bottom right.,"The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0360,campo,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0361,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0362,floresta,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0363,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a field, and a road.",0.0,0,0.0,0.0,0.0,0.0
