tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0153,a blur of a red and green object,aerial view of the site of the proposed site,aerial view of a farm in the countryside,0.25,0.4444444444444444,0.25,0.47058823529411764,0.0845798608014702,0.42716186847898563
tile_0154,a black and green ring with a green center,a bird is perched on a tree branch,a boat is seen in the water near the shore of the mississippi river,0.06375038008193697,0.11809163818525367,0.08695652173913043,0.18181818181818182,0.0,0.05015023779433868
tile_0155,a green and white flower on a pink background,a satellite image of a green area with a river,a river with a bridge and a forest,0.3333333333333333,0.5,0.35294117647058826,0.5555555555555556,0.09349477497536716,0.20613696606828608
tile_0156,a pink and green background with a small white dot,a green wall with a white background,a green field with a small patch of grass,0.5,0.4294155960430205,0.5263157894736842,0.5,0.2532094495161745,0.20613696606828608
tile_0157,a pink and blue star with a black background,a pink lake,the green algae is seen in this image from nasa,0.0,0.0,0.0,0.0,0.0,0.0
tile_0158,a blur of a tree in the background,a red and yellow substance,a large body of water with a small island in the middle,0.37908166232039586,0.0493193927883213,0.5,0.11764705882352941,0.24478531173455215,0.0
tile_0159,a green and white object in the sky,a green patch of grass,a large green area with a small lake,0.25,0.21952465443761057,0.25,0.3076923076923077,0.0845798608014702,0.11521554337793122
tile_0160,a black and white cat,a close up of a piece of green moss,a river with a small body of water,0.10976232721880529,0.3333333333333333,0.15384615384615385,0.35294117647058826,0.0,0.16279449511971256
tile_0161,a white bird is flying over a green field,a field with a large green field and a small hill,an aerial view of a beach and a body of water,0.17794164509262397,0.2727272727272727,0.19999999999999998,0.2727272727272727,0.0,0.05065608764509525
tile_0162,a green and white cat,a bird ' s eye view of a field,a large body of water,0.2,0.2222222222222222,0.20000000000000004,0.3076923076923077,0.0,0.12735952979479354
tile_0163,a close up of a person ' s eye,a small island with a small boat in the water,a flooded river in the middle of a forest,0.3333333333333333,0.4,0.35294117647058826,0.4210526315789474,0.09349477497536716,0.13754360455586231
tile_0164,a black and white cat,a piece of cake,a large body of water with a small island in the middle,0.0493193927883213,0.06766764161830635,0.11764705882352941,0.25,0.0,0.10371551133313005
tile_0165,a black and white cat with a black tail,a bird flying in the sky,a large green leaf on a white surface,0.3333333333333333,0.11942188509563156,0.35294117647058826,0.14285714285714288,0.07397129483465995,0.0
tile_0166,a close up of a pair of green eyes,a close up of a piece of cake,a river with a small island in the middle,0.2222222222222222,0.22062422564614886,0.2222222222222222,0.23529411764705882,0.0,0.0
tile_0167,a green and white diamond,an aerial view of the river and surrounding land,an aerial view of the flooded river in the middle of the village,0.0,0.4274535922866364,0.0,0.5454545454545455,0.0,0.522256567587211
tile_0168,a green and white box with a red stripe,aerial view of the farm,an aerial view of the farm land,0.0,0.6703200460356393,0.0,0.8333333333333333,0.0,0.7474073540060465
tile_0169,a blur of a building,aerial view of the site of the proposed site,an aerial view of the countryside,0.1637461506155964,0.4444444444444444,0.1818181818181818,0.5333333333333333,0.1362763414390864,0.47728504560381624
tile_0170,a red flower in a field,a field with a road and a small hill,an aerial view of the land in the middle of the island,0.0613132401952404,0.0,0.1111111111111111,0.0,0.061214170887196245,0.0
tile_0171,a red and green plant,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0,1.0,0.0,1.0,0.0,1.0
tile_0172,a green and white light shining through a window,aerial view of a green field,aerial view of a farm in the countryside,0.11111111111111109,0.47768754038252614,0.11764705882352941,0.5714285714285715,0.0,0.34464214103805474
tile_0173,a blur of a person in a green shirt,an aerial view of a field with a small house,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0174,a white cat is sitting on a chair,aerial view of the fields,aerial view of the fields,0.0,1.0,0.0,1.0,0.0,1.0000000000000002
tile_0175,a green and white diamond,an aerial view of the river and surrounding farmland,an aerial view of the flooded river in the middle of the city,0.0,0.4274535922866364,0.0,0.5454545454545455,0.0,0.522256567587211
tile_0176,a close up of a person ' s face,an aerial view of the river and surrounding land,an aerial view of the river and land,0.11111111111111109,0.8888888888888888,0.125,0.9411764705882353,0.08704446792504217,0.8955324150715728
tile_0177,a green and white striped pattern,a bird ' s eye view of a lake and a forest,an aerial view of the lake and surrounding land,0.10108844328543891,0.3333333333333333,0.13333333333333333,0.39999999999999997,0.08176804146599938,0.3408242166238353
tile_0178,a green and white substance,a satellite image of the site of the proposed site,an aerial view of the site of the former home of the late king of the nile,0.0,0.24829265189570476,0.0,0.37037037037037035,0.0,0.6085680052399939
tile_0179,a blur of pink and green in the sky,a green wall with a white spot,an aerial view of a forest with a large area of land,0.15922918012750872,0.20980356838155134,0.1904761904761905,0.3157894736842105,0.11671773546032796,0.07030492086459503
tile_0180,a blur of pink flowers in the background,a green and purple background,a green tile with a brown background,0.25,0.40219202762138356,0.26666666666666666,0.5,0.09349477497536716,0.2912194185636897
tile_0181,a very colorful background with a lot of small flowers,a green and yellow colored background with a small patch of grass,a large green field with a few trees,0.3,0.3333333333333333,0.33333333333333326,0.4,0.0787446034559451,0.15064018498706513
tile_0182,a green and red background with a small amount of light,a green and purple colored granite wall,an aerial view of the green plains,0.18181818181818182,0.14285714285714285,0.2222222222222222,0.14285714285714285,0.14587439082056455,0.0845798608014702
tile_0183,a white object with a green light on it,a small pond in the middle of a green field,the amazon river in the amazon rainforest,0.0,0.2,0.0,0.23529411764705882,0.0,0.1963538799734189
tile_0184,a black cat is sitting on a white surface,an aerial view of the site of the proposed site,an aerial view of a large green field,0.11111111111111109,0.4,0.11764705882352941,0.4444444444444445,0.0,0.31882319724566466
tile_0185,a green plant with a blue light in the middle,an aerial view of the area where the site of the proposed new school is located,an aerial view of a large field with a road,0.3,0.25,0.3,0.3076923076923077,0.06744304769296747,0.2275164469024262
tile_0186,a green and white building,an aerial view of a farm and a river,an aerial view of the site of the proposed site,0.0,0.39770636302860873,0.0,0.4210526315789474,0.0,0.31882319724566466
tile_0187,a close up of a green and white striped pattern,a river running through a lush green countryside,a river that is in the middle of a field,0.3,0.2920502936517768,0.3,0.33333333333333326,0.06744304769296747,0.07874460345594508
tile_0188,a person ' s hand with a green nail,a river with a small island in the middle,a river with a bridge and a bridge over it,0.2982797722714565,0.39770636302860873,0.33333333333333326,0.4210526315789474,0.08176804146599938,0.14587439082056455
tile_0189,a black and white cat is sitting on a white surface,a bird is perched on a branch of a tree,a river with a green bank and a small island,0.2727272727272727,0.3,0.28571428571428564,0.3,0.06123094334544521,0.0
tile_0190,a black and white cat laying on top of a bed,a close up of a piece of cake,a boat is seen in the water near the shore of the mississippi river,0.1384182521267043,0.11809163818525367,0.16,0.18181818181818182,0.04034890975258777,0.09588552733473388
tile_0191,a person ' s hand with a green light on it,a small lake surrounded by trees,a flooded river in the middle of a city,0.18181818181818182,0.10108844328543891,0.2105263157894737,0.13333333333333333,0.0,0.0
tile_0192,a blur of a tree,a picture of a road with a stop sign,an aerial view of the river and surrounding land,0.08986579282344431,0.11111111111111109,0.14285714285714285,0.1111111111111111,0.10964258683453854,0.07397129483465995
tile_0193,a green grass field with a white background,a piece of cake with a green frosting on top,an aerial view of a beach and forest,0.12500000000000003,0.2,0.125,0.22222222222222224,0.0,0.07244081925041986
tile_0194,a dog is sitting on the grass,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.09306272250443651,1.0,0.11764705882352941,1.0,0.11521554337793123,1.0
tile_0195,a white cat sitting on top of a green chair,aerial view of the road from the air,aerial view of the countryside,0.10000000000000002,0.5,0.13333333333333333,0.6153846153846154,0.08704446792504218,0.5689275447725676
tile_0196,a blur of a building in the middle of a street,a painting of a green field with a small house,an aerial view of a farm in the countryside,0.36363636363636365,0.2,0.39999999999999997,0.2105263157894737,0.2989717866450615,0.07244081925041986
tile_0197,a blur of a red and white building,an aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.22062422564614886,0.5,0.23529411764705882,0.5263157894736842,0.07874460345594508,0.46348639791287216
tile_0198,a white and black cat,a river with a red substance,a river with a large amount of water,0.10976232721880529,0.47768754038252614,0.15384615384615385,0.5714285714285715,0.0,0.26055567105626243
tile_0199,a white cat with a black nose,a large green tree,an aerial view of the amazon river,0.0,0.0,0.0,0.0,0.0,0.0
tile_0200,a person is walking on a path through the woods,a river running through a lush green forest,a river with a boat in it,0.2,0.375,0.23529411764705882,0.39999999999999997,0.0,0.10163066979112656
tile_0201,a pile of green leaves,a large green cake,an aerial view of the jungle,0.1637461506155964,0.0,0.1818181818181818,0.0,0.11521554337793122,0.0
tile_0202,a blur of pink and green in the background,a large green field,an aerial view of a large green field,0.3333333333333333,0.36787944117144233,0.35294117647058826,0.6666666666666666,0.15592892548708362,0.5245910904457137
tile_0203,a blur of pink and green leaves,a green wall with a white and black paint,an aerial view of a forest with a small house,0.18612544500887301,0.2982797722714565,0.23529411764705882,0.3157894736842105,0.07874460345594508,0.07244081925041986
tile_0204,a blur of pink flowers in the background,a green and yellow marble tile,a large area with a lot of trees and grass,0.19470019576785122,0.17113903967753066,0.22222222222222224,0.25,0.07244081925041986,0.08704446792504217
tile_0205,a white ring on a green background,a green wall with a white line in the middle,a river running through a lush green forest,0.37151909989293497,0.3,0.39999999999999997,0.33333333333333326,0.10163066979112657,0.07874460345594508
tile_0206,a white line is seen in the sky,a dirt road in the middle of a green field,a river running through a lush green forest,0.12500000000000003,0.3,0.125,0.33333333333333326,0.0,0.0787446034559451
tile_0207,a black and white photo of a person with a hat,aerial view of the site of the ancient roman city of pompuk,an aerial view of a green field with a road,0.36363636363636365,0.25,0.380952380952381,0.2727272727272727,0.14438355527738675,0.25973958994641344
tile_0208,a white house with a green roof,an aerial view of a farm in the countryside,an aerial view of a farm with a road,0.32206169703226534,0.6666666666666666,0.375,0.6666666666666666,0.09349477497536716,0.5056055588739692
tile_0209,a white and brown dog,an aerial view of a farm in the countryside,an aerial view of a farm in the countryside,0.08986579282344431,1.0,0.14285714285714285,1.0,0.0,1.0000000000000002
tile_0210,a man in a suit and tie is standing on a sidewalk,an aerial view of the site of the proposed site,an aerial view of a field with a road and a road,0.3333333333333333,0.3274923012311928,0.3333333333333333,0.3636363636363636,0.053550953149967315,0.23789969129590324
tile_0211,a black and white cat sitting on top of a table,an aerial view of a farm in the middle of the country,aerial view of the new road,0.0909090909090909,0.3333333333333333,0.11764705882352942,0.4444444444444444,0.07397129483465995,0.47728504560381624
tile_0212,a zebra is standing in the grass,a river running through a lush green forest,an aerial view of a river and a road,0.10735389901075512,0.3309363384692233,0.125,0.35294117647058826,0.0,0.0845798608014702
tile_0213,a person ' s hand is shown in this image,a close up of a green and brown area,a river that has been flooded by flood,0.10000000000000002,0.11111111111111109,0.11764705882352941,0.11764705882352941,0.0,0.0
tile_0214,a black belt with a white background,a piece of green moss,an aerial view of the amazon river in the amazon rainforest,0.0,0.060238842382440407,0.0,0.12500000000000003,0.0,0.07098413734701413
tile_0215,a black and white photo of a person ' s shadow,a piece of cake,aerial view of the amazon river in the amazon rainforest,0.0909090909090909,0.055782540037107455,0.10000000000000002,0.14285714285714288,0.05400418246765695,0.0870123495045196
tile_0216,a white and black striped pattern,a small river in the middle of a forest,a large lake surrounded by trees and water,0.23884377019126307,0.11111111111111109,0.28571428571428575,0.11764705882352941,0.09349477497536716,0.0
tile_0217,a woman with a green shirt and a black shirt,a view of a river and a forest,a large wave is coming over a green field,0.3,0.22062422564614886,0.3157894736842105,0.23529411764705882,0.06804963087832473,0.0
tile_0218,a green emerald with a white background,a small lake surrounded by a large green field,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
tile_0219,a blur of pink and green in the sky,a white bird flying over a green wall,a painting of a green field with a small tree,0.2982797722714565,0.2920502936517768,0.3157894736842105,0.33333333333333326,0.15592892548708362,0.0845798608014702
tile_0220,a black and white photo of a tree,a bird flying over a green hill,an aerial view of the amazon river,0.12500000000000003,0.0,0.13333333333333333,0.0,0.0845798608014702,0.0
tile_0221,a person with a white shirt and a black shirt,a river in the middle of a green field,a river with a green field and trees,0.4,0.5555555555555556,0.4444444444444445,0.5882352941176471,0.15976420924144447,0.3041257418754935
tile_0222,a green and pink sky,a green wall with a white and black paint,aerial view of the amazon rainforest,0.0,0.0,0.0,0.0,0.0,0.0
tile_0223,a blur of a green and white flower,a piece of green cake with a fork,aerial view of the river and the forest,0.25,0.12500000000000003,0.25,0.125,0.1506401849870651,0.06997254341808112
tile_0224,a green and white striped striped pattern,a piece of cake,a river running through a lush green forest,0.24767939992862334,0.09196986029286058,0.26666666666666666,0.16666666666666666,0.07874460345594508,0.0
tile_0225,a man in a white shirt,a white line in the middle of a green field,a river in the middle of a forest,0.35826565528689464,0.6,0.42857142857142855,0.6666666666666665,0.11521554337793122,0.4112070550676186
tile_0226,a white line on the ground,a white line on the wall,a river that is in the middle of a forest,0.17113903967753066,0.17113903967753066,0.25,0.25,0.08704446792504218,0.08704446792504218
tile_0227,a white dog is walking on a path,a small lake surrounded by green trees,a river with a house in the middle,0.25,0.12383969996431167,0.25,0.13333333333333333,0.0,0.0
tile_0228,a white circle on a green field,a river in the middle of a green field,a river in the middle of a forest,0.24767939992862334,0.7777777777777778,0.26666666666666666,0.823529411764706,0.0,0.6327904583679946
tile_0229,a white line on the ground,a river running through a lush green forest,aerial view of the rio river in the amazon rainforest,0.08556951983876535,0.09735009788392564,0.125,0.11111111111111112,0.15064018498706513,0.06360120575671213
tile_0230,a large rock with a small hole in the middle,a satellite image of a road in the countryside,an aerial view of a green field with a road,0.3,0.39770636302860873,0.3,0.4210526315789474,0.06744304769296747,0.15592892548708362
tile_0231,a black and white cat is standing on a white surface,an aerial view of a field with a plane flying over it,a large field with a lot of green grass,0.18181818181818182,0.4166666666666667,0.19999999999999998,0.4761904761904762,0.0,0.22150013430590973
tile_0232,a white and black cat,an aerial view of a farm in the middle of the country,an aerial view of a farm and field,0.21952465443761057,0.5,0.3076923076923077,0.6,0.1059921313509325,0.42926290030985104
tile_0233,a green and red colored background,a green and purple area,a large area with a lot of land and a lot of land,0.10380107463819924,0.12113791079679323,0.21052631578947367,0.33333333333333337,0.06056186021915365,0.15055696960204948
tile_0234,a white and black cat is standing in a room,aerial view of the fields,an aerial view of the site of the former site of the former site of the former site,0.0,0.059418862571467106,0.0,0.3478260869565218,0.0,0.4427873848628675
tile_0235,a man in a suit and tie is looking at something,aerial view of the fields,aerial view of farmland fields in the countryside of the netherlands,0.0909090909090909,0.301194211912202,0.09090909090909091,0.625,0.045573612711752684,0.7200569900658753
tile_0236,a blur of a person walking on a sidewalk,aerial view of the river,an aerial view of the site of the proposed site,0.09942659075715217,0.2943035529371539,0.10526315789473685,0.5333333333333333,0.11521554337793123,0.5250790579579575
tile_0237,a cat is walking on the sidewalk in the dark,a large body of water,an aerial view of the river and surrounding farmland,0.10000000000000002,0.08986579282344431,0.10526315789473685,0.14285714285714285,0.1155574412102285,0.09269789668627058
tile_0238,a close up of a keyboard keyboard,a small lake surrounded by a large green field,a lake with a lot of water,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.375,0.09349477497536716,0.09349477497536716
tile_0239,a black and white cat,a close up of a piece of cake,a large body of water,0.2,0.25,0.20000000000000004,0.3076923076923077,0.0,0.22028815056182968
tile_0240,a black object on a white surface,a close up of a leaf with a blury background,a river with a small island in the middle,0.21470779802151024,0.3,0.25,0.3157894736842105,0.0,0.07780894359285004
tile_0241,a white cloud in the sky,a red and black bird,a waterfall in the middle of a river,0.35826565528689464,0.10976232721880529,0.42857142857142855,0.15384615384615385,0.22576484600261607,0.0
tile_0242,a green field,a cake with a slice missing,a view of a mountain with a person standing on top,0.023161150407600514,0.21729910425353913,0.14285714285714288,0.3529411764705882,0.0,0.09867961797986956
tile_0243,a bird flying in the sky,a bird sitting on a rock,a view of the ocean from a hill,0.23884377019126307,0.23884377019126307,0.28571428571428575,0.28571428571428575,0.10163066979112657,0.0
tile_0244,a black and white cat,a person is skiing down a hill,a green field with a small tree in the middle,0.07357588823428847,0.18612544500887301,0.13333333333333333,0.23529411764705882,0.0,0.0
tile_0245,a green field,a bird is flying over a green field,a large body of water with a small island in the middle,0.016595689455954646,0.15163266492815836,0.13333333333333333,0.2,0.0,0.0
tile_0246,a green mountain,a bird is perched on a branch of a tree,an aerial view of the river and surrounding land,0.0,0.10000000000000002,0.0,0.10526315789473685,0.0,0.06804963087832473
tile_0247,a green tree with white leaves,a green patch of land,aerial view of the river and surrounding hills,0.0,0.10976232721880529,0.0,0.15384615384615385,0.0,0.09867961797986957
tile_0248,a blur of a tree in the sky,a green wall with a white and black sign,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0249,a pink and green background with a black and white stripe,a green wall with a small patch of dirt,an aerial view of the site of the proposed site,0.0,0.09942659075715217,0.0,0.10526315789473685,0.0,0.10599213135093251
tile_0250,a close up of a flower with a blur effect,a green wall with a small patch of grass,a green and brown marble tile,0.10000000000000002,0.2222222222222222,0.125,0.26666666666666666,0.0,0.09349477497536716
tile_0251,a close up of a pink flower,a bird is sitting on a rock,a green tile with a white border,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0
tile_0252,a green field with a white line in the middle,a green field with a dirt road and a white line,a river running through a lush green forest,0.3,0.2727272727272727,0.33333333333333326,0.3157894736842105,0.07874460345594508,0.07874460345594508
tile_0253,a black and white photo of a man in a suit,aerial view of the road leading to the village of the white horse,an aerial view of a track in the countryside,0.2727272727272727,0.30769230769230765,0.3,0.3636363636363637,0.14438355527738675,0.39157238160251484
tile_0254,a black and white photo of a man in a suit,aerial view of the fields,an aerial view of a field with a road,0.2727272727272727,0.26959737847033294,0.3,0.42857142857142855,0.07244081925041986,0.34464214103805474
tile_0255,a man in a suit and tie is standing in front of a wall,aerial view of the farm,a field with a lot of green grass,0.21428571428571425,0.10976232721880529,0.2727272727272727,0.15384615384615385,0.061005457719230355,0.10163066979112656
tile_0256,a black cat is looking at the camera,a green field,a satellite image of the site of the proposed site,0.19470019576785122,0.03232398928813501,0.22222222222222224,0.15384615384615383,0.10998569993173557,0.0
tile_0257,a green and white background,aerial view of a soccer field,an aerial view of the site of the proposed site,0.0,0.256708559516296,0.0,0.37499999999999994,0.0,0.2989717866450614
tile_0258,a white sign on a green field,an aerial view of a field with a small house,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0259,a white cat is standing in the grass,aerial photograph of the road leading to the village of stow,an aerial view of a farm in the middle of the country,0.22744899739223753,0.41504578012830107,0.3,0.43478260869565216,0.17496747892731795,0.43161341897075156
tile_0260,a person is doing a trick on a skateboard,aerial view of the farm,aerial view of the countryside,0.0,0.8,0.0,0.8000000000000002,0.0,0.6694188517266485
tile_0261,a man in a black shirt and a white shirt,a large field with a road and a small road,an aerial view of the countryside and farmland,0.10000000000000002,0.10000000000000002,0.11111111111111112,0.11111111111111112,0.0633548122219654,0.0633548122219654
tile_0262,a green leaf with a white background,aerial view of the green fields,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0263,a green stone with a white and black design,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0264,a green flower,a large body of water,an aerial view of the river and surrounding land,0.0,0.08986579282344431,0.0,0.14285714285714285,0.0,0.09269789668627058
tile_0265,a small white dog,a green leaf on a tree,a river with a small island in the middle,0.14325239843009505,0.2021768865708778,0.30769230769230765,0.26666666666666666,0.12536693798731732,0.0
tile_0266,a small bird is flying over the sand,a green leaf on a tree,an aerial view of the river and surrounding land,0.11031211282307446,0.0,0.11764705882352941,0.0,0.06804963087832473,0.0
tile_0267,a green bush with a white background,a large green cake,an aerial view of a river and forest,0.12383969996431167,0.09196986029286058,0.13333333333333333,0.16666666666666666,0.0,0.0
tile_0268,a white sand beach,a bird flying over a lush green forest,a river that is brown and brown,0.11809163818525367,0.12500000000000003,0.18181818181818182,0.13333333333333333,0.0,0.0
tile_0269,a white and black cat,a bird is flying over a green hill,a river with a small boat in it,0.10976232721880529,0.25,0.15384615384615385,0.25,0.0,0.0
tile_0270,a green and white logo on a white background,a bird flying over a lake with a green sky,the mississippi river is seen from above,0.0,0.0,0.0,0.0,0.0,0.0
tile_0271,a tree with green leaves,a large green area,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
tile_0272,a green and white object with a white stripe,a green wall with a white and black paint,an aerial view of a large field with a river in the background,0.2137267961433182,0.2137267961433182,0.27272727272727276,0.27272727272727276,0.05355095314996731,0.06123094334544521
tile_0273,a green substance with a white substance on it,a green wall with a white line,an aerial view of a river in the middle of a forest,0.15922918012750872,0.13986904558770089,0.1904761904761905,0.2105263157894737,0.0,0.0
tile_0274,a green and white background with a white line,a river running through a lush green forest,an aerial view of a river in the amazon rainforest,0.09942659075715217,0.19470019576785122,0.10526315789473685,0.22222222222222224,0.0,0.07397129483465995
tile_0275,a blur of pink and green leaves,a green wall with a small patch of grass,a large green field with trees and grass,0.37151909989293497,0.4444444444444444,0.39999999999999997,0.47058823529411764,0.18443191662261305,0.275195812175023
tile_0276,a man in a suit and tie is holding a microphone,a large body of water,a large field with a river running through it,0.18181818181818182,0.17973158564688863,0.19999999999999998,0.2857142857142857,0.0,0.1059921313509325
tile_0277,a black and white cat sitting on top of a wooden table,a field with a large green field in the middle,a field with a large white circle on it,0.3333333333333333,0.5,0.380952380952381,0.5263157894736842,0.13754360455586231,0.3249317266808787
tile_0278,a man in a suit and tie is standing in front of a white wall,an aerial view of a field with a small house,an aerial view of the site of the proposed site,0.06666666666666667,0.4,0.08,0.4000000000000001,0.0735650445476246,0.2911650526086002
tile_0279,a cow is standing in the grass,an aerial view of the site of the proposed site,an aerial view of a field with a road and trees,0.08067401742967989,0.36193496721438384,0.1111111111111111,0.380952380952381,0.0,0.26964631197845634
tile_0280,a blur of a tree in the sky,an aerial view of the site of the proposed site,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0281,a close up of a flower,a satellite image of a green area,an aerial view of the site of the proposed site,0.08556951983876535,0.09306272250443651,0.125,0.11764705882352941,0.14438355527738675,0.12735952979479354
tile_0282,a bird is perched on a tree branch,an aerial view of a green field,an aerial view of the land that is being used for the development of the property,0.0459849301464303,0.15797316950260823,0.08333333333333333,0.34782608695652173,0.044498002753463425,0.27836127175686887
tile_0283,a small animal is standing in the grass,an aerial view of a golf course,an aerial view of the land in the middle of the country,0.15163266492815836,0.27973809117540177,0.2,0.4210526315789474,0.21278699666301598,0.3101928630244898
tile_0284,a green and red background with a black background,a green field with a small lake in the middle,a satellite image of the site of the proposed site,0.09942659075715217,0.2,0.10526315789473685,0.20000000000000004,0.0,0.10239766588500392
tile_0285,a man in a suit and tie,a large green field,an aerial view of a green field,0.14285714285714285,0.354274914555761,0.14285714285714285,0.5454545454545454,0.0,0.3187840217537793
tile_0286,a dog is sitting on the grass,a river running through a lush green forest,an aerial view of a river and land,0.12383969996431167,0.25,0.13333333333333333,0.25,0.0,0.0845798608014702
tile_0287,a white dog is walking on the grass,a river running through a lush green forest,a river in the middle of a forest,0.25,0.5,0.25,0.5,0.0845798608014702,0.20199309249791841
tile_0288,a blur of pink and green in the background,a green wall with a small patch of paint,an aerial view of a forest with a river running through it,0.15922918012750872,0.31845836025501745,0.1904761904761905,0.380952380952381,0.05992996822422367,0.1375436045558623
tile_0289,a blur of pink and green,a green wall with a small patch of grass,an aerial view of a green field,0.423240862445307,0.3333333333333333,0.4615384615384615,0.375,0.22576484600261607,0.18443191662261307
tile_0290,a blur of pink and green,a green wall with a small patch of grass,a satellite image of the area where the fire started,0.17113903967753066,0.19885318151430437,0.25,0.2105263157894737,0.07357474610589511,0.06123094334544521
tile_0291,a colorful background with a lot of small squares,a green and yellow wall with a small patch of grass,a large patch of land with a few trees,0.4444444444444444,0.45454545454545453,0.4444444444444444,0.5,0.16839750037215276,0.23577033983032974
tile_0292,a black and white cat is walking on the grass,a piece of cake,a river in the middle of a forest,0.2,0.18393972058572117,0.22222222222222224,0.3333333333333333,0.07397129483465995,0.1362763414390864
tile_0293,a white and black striped pattern,a small river,a river in the middle of a forest,0.11942188509563156,0.12591706855837456,0.14285714285714288,0.36363636363636365,0.0,0.1757860783933462
tile_0294,a close up of a green eye with a black eyeliner,a bird flying over a body of water,a large body of water with a small island in the middle,0.3320366241026409,0.37908166232039586,0.34782608695652173,0.5,0.12735952979479354,0.24478531173455215
tile_0295,a green leaf,a cake with a green frosting on top,a boat is floating in the water near a green island,0.04632230081520103,0.2577334795466146,0.28571428571428575,0.3157894736842105,0.1414305679255449,0.07397129483465995
tile_0296,a green tree with a white background,a piece of cake with a green frosting,a river with a forest and a small island,0.32206169703226534,0.3309363384692233,0.375,0.35294117647058826,0.10163066979112656,0.09193998174078082
tile_0297,a blur of pink and green,a green and brown wall,an aerial view of a forest with a small patch of land,0.12262648039048077,0.0493193927883213,0.2222222222222222,0.11764705882352941,0.1506401849870651,0.0
tile_0298,a green field with a white sky in the background,a green and white background,an aerial view of a green field with trees,0.4,0.17973158564688863,0.4210526315789474,0.2857142857142857,0.23297965480487529,0.09867961797986956
tile_0299,a close up of a cell phone with a picture of a person,an aerial view of a farm and a river,a satellite image of a road in the countryside,0.23076923076923078,0.3333333333333333,0.27272727272727276,0.3333333333333333,0.1321300690217955,0.07780894359285004
tile_0300,a white and green sign on a wall,aerial view of the fields,an aerial view of the site of the proposed site,0.0,0.2943035529371539,0.0,0.5333333333333333,0.0,0.5250790579579575
tile_0301,a white cup with a green lid,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.0,0.4,0.0,0.4000000000000001,0.0,0.2911650526086002
tile_0302,a white and black cat is sitting on a tree,an aerial view of the countryside,an aerial view of the site of the ancient site,0.0,0.4278475991938267,0.0,0.625,0.0,0.5800762373653504
tile_0303,a cat is sitting on a chair in the sun,a satellite image of a farm in the middle of a field,an aerial view of the site of the proposed site,0.10000000000000002,0.25,0.10000000000000002,0.2727272727272727,0.0986796179798696,0.29958005253357567
tile_0304,a green and white background with small white stars,a green wall with a small patch of grass,an aerial view of the area where the fire started,0.0,0.09942659075715217,0.0,0.10526315789473685,0.0,0.058509704133672936
tile_0305,a green and pink background with a white line,a green wall with a white stripe,an aerial view of a road in the middle of a field,0.15922918012750872,0.13986904558770089,0.1904761904761905,0.2105263157894737,0.0,0.0
tile_0306,a red flower in the middle of a field,a satellite image of a green field,an aerial view of a forest with a river running through it,0.23884377019126307,0.20980356838155134,0.28571428571428575,0.3157894736842105,0.06437099366532754,0.07734781234369076
tile_0307,a red and white flower in a green field,a large green field with a small bird,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
tile_0308,a green and white background with a white line,a river running through a lush green forest,a river in the middle of a forest,0.2222222222222222,0.5,0.23529411764705882,0.5,0.0,0.20199309249791841
tile_0309,a white dog is walking on the grass,a small boat is floating in the water,an aerial view of the amazon river,0.12500000000000003,0.12500000000000003,0.13333333333333333,0.13333333333333333,0.07780894359285004,0.07780894359285004
tile_0310,a green and red background with a small white dot,a green and yellow background with a small patch of grass,an aerial view of a forest with a river running through it,0.24561922592339458,0.3320366241026409,0.2727272727272727,0.34782608695652173,0.05992996822422367,0.11914719328677731
